,Auction,VIN,Name,Address(1),City,State,Zip,Year,Make,Model,zipcode,latitude,longitude
460,America`s AA Birmingham,5TFRM5F13GX095311,LOSS PREVENTION SERVICES,1824 hwy 371,Tupelo,MS,38804,2016,TOYOTA,TUNDRA 2WD TRUCK,38804,36.0440731,128.7636076269231
461,America`s AA Birmingham,5XXGT4L30KG298988,LOSS PREVENTION SERVICES,110 Bonin Rd #1g,Lafayette,LA,70508,2019,KIA,OPTIMA,70508,30.16058284608434,-92.02823412695783
462,America`s AA Birmingham,JN8AE2KPXH9165710,LOSS PREVENTION SERVICES,1390 Carnes Rd,Lumberton,MS,39455,2017,NISSAN,QUEST,39455,30.996292423021586,-89.4505945733813
463,America`s AA Birmingham,JN8AS5MT4DW519527,LOSS PREVENTION SERVICES,2211 Oak Villa Blvd,BATON ROUGE,LA,70815,2013,NISSAN,ROGUE,70815,30.454264827074237,-91.06564659606987
464,America`s AA Birmingham,JTDKTUD37CD526540,LOSS PREVENTION SERVICES,76 1ST STREET,GRETNA,LA,70053,2012,TOYOTA,YARIS,70053,29.91195267293797,-90.05301155315269
465,America`s AA Birmingham,JTJBM7FX8D5063511,LOSS PREVENTION SERVICES,6590 Highway 1133 Sulphur,SULPHUR,LA,70665,2013,LEXUS,GX 460,70665,30.17409624672619,-93.3782993360119
466,America`s AA Birmingham,KM8J33A20GU138732,LOSS PREVENTION SERVICES,1145 Earl Frye Blvd,Amory,MS,38821,2016,HYUNDAI,TUCSON,38821,33.97951636196172,-88.45886487320574
467,America`s AA Birmingham,KMHCT4AE8HU167096,LOSS PREVENTION SERVICES,3682 LOWES AVE,GULFPORT,MS,39501,2017,HYUNDAI,ACCENT,39501,30.387764717597616,-89.03714973249868
468,America`s AA Birmingham,KMHDH4AE2DU957462,LOSS PREVENTION SERVICES,7401 HALF MILE RD IRVINGTON,IRVINGTON,AL,36544,2013,HYUNDAI,ELANTRA,36544,30.4775119,-88.23070525844156
469,America`s AA Birmingham,KMHGN4JE9FU101343,LOSS PREVENTION SERVICES,1390 Carnes Rd,Lumberton,MS,39455,2015,HYUNDAI,GENESIS,39455,30.996292423021586,-89.4505945733813
470,America`s AA Birmingham,KNDJN2A20G7256609,LOSS PREVENTION SERVICES,17554 HWY 182,STARKVILLE,MS,39759,2016,KIA,SOUL,39759,33.44777008677778,-88.81119273200001
471,America`s AA Birmingham,KNDJN2A24K7915865,LOSS PREVENTION SERVICES,6590 HIGHWAY 1133,SULPHUR,LA,70665,2019,KIA,SOUL,70665,30.17409624672619,-93.3782993360119
472,America`s AA Birmingham,KNDJP3A59G7864283,LOSS PREVENTION SERVICES,1729 LEE,ST ALEXADRIA,LA,71301,2016,KIA,SOUL,71301,31.288843312365593,-92.46287692885305
473,America`s AA Birmingham,WBAYE4C5XDD136960,LOSS PREVENTION SERVICES,1140 AIRPORT FERNWOOD RD,McComb,MS,39635,2013,BMW,7 SERIES,39635,31.19756794166667,-90.46104816666666
474,America`s AA Birmingham,WDDGF4HB7CA642228,LOSS PREVENTION SERVICES,1390 Carnes Rd,Lumberton,MS,39455,2012,MERCEDES-B,C-CLASS,39455,30.996292423021586,-89.4505945733813
475,America`s AA Birmingham,3N1AB7AP2KY224644,LOSS PREVENTION SERVICE,17937 CO RD 4,SLOCOMB,AL,36375,2019,NISSAN,SENTRA,36375,31.096498397260273,-85.54540195479453
476,America`s AA Birmingham,1G11B5SL8FF283930,Gulf Coast Asset Recovery,415 N. HOLLYWOOD ST,HOUMA,la,70364,2015,CHEVROLET,MALIBU,70364,29.629987847206706,-90.71989772932962
477,America`s AA Birmingham,5TDKKRFH0FS061486,GULF COAST ASSET RECOVERY,2414 Greenwood st,KENNER,LA,70062,2015,TOYOTA,HIGHLANDER,70062,29.99217413541667,-90.2497954750159
478,America`s AA Birmingham,1HGCP2F70CA027174,GUARDIAN SERVICES LLC,15 W 23RD ST,KENNER,LA,70062,2012,HONDA,ACCORD SDN,70062,29.99217413541667,-90.2497954750159
479,America`s AA Birmingham,5N1DR2MN6HC606417,GRACE RECOVERY SERVICES LLC,24300 HIGHWAY 41,BREWTON,AL,36426,2017,NISSAN,PATHFINDER,36426,31.116210182168675,-87.07306001084338
480,America`s AA Birmingham,JA4APUAU6MU002112,DAMAGE FREE RECOVERY,6428 PENSACOLA BLVD,PENSACOLA,FL,32505,2021,MITSUBISHI,OUTLANDER SPORT,32505,30.451785870072992,-87.25558707664233
481,America`s AA Birmingham,5YFBU4EE4DP223890,CITYWIDE INVESTIGATORS,3825 LOWER WETUMPKA RD,MONTGOMERY,AL,36110,2013,TOYOTA,COROLLA,36110,50.68550225,9.536813032516083
482,America`s AA Birmingham,1C6RR6FG1JS336354,BELL & WILLIAMS ASSOCIATES,1784 Old Whitfield Road,PEARL,MS,39208,2018,RAM,1500,39208,32.271576622813036,-90.09863682607204
483,America`s AA Birmingham,1N4AL3AP2HC211533,BELL & WILLIAMS ASSOCIATES,100 Coffee St,Pontotoc,MS,38863,2017,NISSAN,ALTIMA,38863,34.23364991913696,-89.00876934690432
484,America`s AA Birmingham,2G1FK1EJXC9156495,BELL & WILLIAMS ASSOCIATES,100 Coffee St,Pontotoc,MS,38863,2012,CHEVROLET,CAMARO,38863,34.23364991913696,-89.00876934690432
485,America`s AA Birmingham,2G1WC5E33D1238946,BELL & WILLIAMS ASSOCIATES,115 BUSINESS PARK DR,Vicksburg,MS,39180,2013,CHEVROLET,IMPALA,39180,61.6004762,23.151919683333336
486,America`s AA Birmingham,3KPFK4A79JE257075,BELL & WILLIAMS ASSOCIATES,18281 Highway 49,Saucier,MS,39574,2018,KIA,FORTE,39574,43.09649175,-4.53553285
487,America`s AA Birmingham,4T1BF3EK7BU219919,BELL & WILLIAMS ASSOCIATES,185 Loraine Rd,Dothan,AL,36301,2011,TOYOTA,CAMRY,36301,31.186341096216214,-85.4015454545946
488,America`s AA Birmingham,5XXGU4L39JG212783,BELL & WILLIAMS ASSOCIATES,401 B SECOND ST,Pelahtichie,MS,39145,2018,KIA,OPTIMA,39145,32.3302505885906,-89.79400085369127
489,America`s AA Birmingham,5YFBURHE8FP271050,BELL & WILLIAMS ASSOCIATES,5681 KATHERINE HANKINS DR,THEODORE,AL,36582,2015,TOYOTA,COROLLA,36582,30.53707073924844,-88.18139005365344
490,America`s AA Birmingham,JN1BJ1CP3JW161593,BELL & WILLIAMS ASSOCIATES,634 BRADY RD,HATTIESBURG,MS,39401,2018,NISSAN,ROGUE SPORT,39401,31.30093045750497,-89.30076818315109
491,America`s AA Birmingham,WVGCV7AX0BW000983,BELL & WILLIAMS ASSOCIATES,110 Industrial Ave,Slidell,LA,70460,2011,VOLKSWAGEN,TIGUAN,70460,62.90990680588236,27.69557679019608
492,America`s AA Birmingham,1FTEW1CM7CKD79564,BELL & WILLIAMS ASSOC,6487 AIRLINE HWY,BATON ROUGE,LA,70805,2012,FORD,F-150,70805,30.48578615659091,-91.15218385795455
493,America`s AA Birmingham,1FTMF1CM9CFC61522,BELL & WILLIAMS ASSOC,5681 KATHERINE HANKINS DR,THEODORE,AL,36582,2012,FORD,F-150,36582,30.53707073924844,-88.18139005365344
494,America`s AA Birmingham,1G1ZB5ST1HF177356,BELL & WILLIAMS ASSOC,6487 AIRLINE HWY,BATON ROUGE,LA,70805,2017,CHEVROLET,MALIBU,70805,30.48578615659091,-91.15218385795455
495,America`s AA Birmingham,1G6AU5S88E0173736,BELL & WILLIAMS ASSOC,6487 AIRLINE HWY,BATON ROUGE,LA,70805,2014,CADILLAC,CTS SEDAN,70805,30.48578615659091,-91.15218385795455
496,America`s AA Birmingham,1N4AL3AP7HN308554,BELL & WILLIAMS ASSOC,116 Herron Street Suite A,Fort Oglethorpe,GA,30742,2017,NISSAN,ALTIMA,30742,34.94877552804878,-85.23919293597561
497,America`s AA Birmingham,3FADP4EJ7JM136796,BELL & WILLIAMS ASSOC,414 5TH AVE NW,CARBON HILL,AL,35549,2018,FORD,FIESTA,35549,33.88686818917198,-87.51082303184712
498,America`s AA Birmingham,3FADP4EJXHM119677,BELL & WILLIAMS ASSOC,5681 KATHERINE HANKINS DR,THEODORE,AL,36582,2017,FORD,FIESTA,36582,30.53707073924844,-88.18139005365344
499,America`s AA Birmingham,3N1AB7AP7KY344522,BELL & WILLIAMS ASSOC,904 Morris Rd columbus GA,Columbus,GA,31906,2019,NISSAN,SENTRA,31906,32.46879261675,-84.95222940549999
500,America`s AA Birmingham,3N1AB8BV5LY307120,BELL & WILLIAMS ASSOC,904 Morris Rd,COLUMBUS,GA,31906,2020,NISSAN,SENTRA,31906,32.46879261675,-84.95222940549999
501,America`s AA Birmingham,3N1CN7AP5GL918121,BELL & WILLIAMS ASSOC,116 HARRON STREET,Fort Oglethorpe,GA,30742,2016,NISSAN,VERSA,30742,34.94877552804878,-85.23919293597561
502,America`s AA Birmingham,4A37L2EF8CE002646,BELL & WILLIAMS ASSOC,15447 US Highway 280 E,SMITH STATION,Al,36877,2012,MITSUBISHI,ECLIPSE,36877,32.53886020210527,-85.09376947421052
503,America`s AA Birmingham,5N1DR2MN6HC679559,BELL & WILLIAMS ASSOC,76 FIRST ST,GRETNA,LA,70053,2017,NISSAN,PATHFINDER,70053,29.91195267293797,-90.05301155315269
504,America`s AA Birmingham,5NPD74LF1HH112146,BELL & WILLIAMS ASSOC,414 5TH AVE NW,CARBON HILL,AL,35549,2017,HYUNDAI,ELANTRA,35549,33.88686818917198,-87.51082303184712
505,America`s AA Birmingham,KNADM4A35E6400952,BELL & WILLIAMS ASSOC,102 W. Sanderfer Road,ATHENS,AL,35611,2014,KIA,RIO,35611,34.79164049829756,-87.0039925553664
506,America`s AA Birmingham,KNDPB3A28C7275704,BELL & WILLIAMS ASSOC,2910 E NAPOLEON ST,SULPHUR,LA,70601,2012,KIA,SPORTAGE,70601,30.226905349097937,-93.20542028170102
507,America`s AA Birmingham,NMTKHMBX9JR015905,BELL & WILLIAMS ASSOC,414 5TH AVE NW,CARBON HILL,AL,35549,2018,TOYOTA,C-HR,35549,33.88686818917198,-87.51082303184712
508,America`s AA Birmingham,JN8AS5MV9FW767499,BELL & WILLIAMS,14201 US 231-431 N,HAZEL GREEN,AL,35750,2015,NISSAN,ROGUE SELECT,35750,48.1204364,-2.0587566585431425
509,America`s AA Birmingham,1FADP3J25JL326591,American Recovery Services,1054 HWY 98 E,MCCOMB,ms,39648,2018,FORD,FOCUS,39648,31.2272838034,-90.4385695466
510,America`s AA Birmingham,5J6RW2H52HL025231,American Recovery Services,6874-4 PASADENA RD,HORN LAKE,ms,38637,2017,HONDA,CR-V,38637,34.95303750394737,-90.04744137
511,America`s AA Birmingham,5XXGT4L36JG234923,American Recovery Services,38415 HIGHWAY DEPT RD,PEARL RIVER,la,70452,2018,KIA,OPTIMA,70452,30.393354704895103,-89.77241542400932
512,America`s AA Birmingham,1C6RR6LT1FS582426,AMERICAN RECOVERY SERVICE,100 Coffee St,PONTOTOC,MS,38863,2015,RAM,1500,38863,34.23364991913696,-89.00876934690432
513,America`s AA Birmingham,1G1JA5SH1G4164905,AMERICAN RECOVERY SERVICE,500 W RAILROAD ST,LONG BEACH,MS,39560,2016,CHEVROLET,SONIC,39560,43.3744667875,-4.506791075
514,America`s AA Birmingham,1G1PE5SB8F7136302,AMERICAN RECOVERY SERVICE,1636 HILLYER ROBINSON PKWY S,OXFORD,AL,36203,2015,CHEVROLET,CRUZE,36203,42.228829651063826,-8.723220135106383
515,America`s AA Birmingham,1HGCR2F59FA267840,AMERICAN RECOVERY SERVICE,7401 HALF MILE RD,IRVINGTON,AL,36544,2015,HONDA,ACCORD SEDAN,36544,30.4775119,-88.23070525844156
516,America`s AA Birmingham,1N4AA6AV9KC379926,AMERICAN RECOVERY SERVICE,7401 HALF MILE RD,IRVINGTON,AL,36544,2019,NISSAN,MAXIMA,36544,30.4775119,-88.23070525844156
517,America`s AA Birmingham,1N4AL3APXJC243796,AMERICAN RECOVERY SERVICE,251 SHILOH CHURCH RD,MOSELLE,MS,39459,2018,NISSAN,ALTIMA,39459,31.481151955555557,-89.28379381111111
518,America`s AA Birmingham,3C4PDCBG8HT533999,AMERICAN RECOVERY SERVICE,5485 JUG FACTORY RD,TUSCALOOSA,AL,35405,2017,DODGE,JOURNEY,35405,33.1535212787176,-87.52533331664392
519,America`s AA Birmingham,3CZRU5H53JM708874,AMERICAN RECOVERY SERVICE,5681 KATHERINE HANKINS DR,THEODORE,AL,36582,2018,HONDA,HR-V,36582,30.53707073924844,-88.18139005365344
520,America`s AA Birmingham,3N1CN7AP0JK408384,AMERICAN RECOVERY SERVICE,3920 Poole Valley Rd SW,DECATUR,AL,35603,2018,NISSAN,VERSA SEDAN,35603,47.65055985,-2.08397795
521,America`s AA Birmingham,4T1B11HK8JU510765,AMERICAN RECOVERY SERVICE,10315 S PERDUE AVE,BATON ROUGE,LA,70814,2018,TOYOTA,CAMRY,70814,30.484191681407033,-91.07097980653266
522,America`s AA Birmingham,5NPE24AF5FH073094,AMERICAN RECOVERY SERVICE,115 BUSINESS PARK DR,VICKSBURG,MS,39180,2015,HYUNDAI,SONATA,39180,61.6004762,23.151919683333336
523,America`s AA Birmingham,5NPEC4AC1DH733261,AMERICAN RECOVERY SERVICE,24300 STATE HWY 41,BREWTON,AL,36426,2013,HYUNDAI,SONATA,36426,31.116210182168675,-87.07306001084338
524,America`s AA Birmingham,5XXGM4A77DG172973,AMERICAN RECOVERY SERVICE,2705 INDUSTRIAL AVE LAKE,CHARLES,LA,70615,2013,KIA,OPTIMA,70615,30.24273684149254,-93.1488827280597
525,America`s AA Birmingham,5XYZT3LB0FG302159,AMERICAN RECOVERY SERVICE,113887 US 84 NEWTON,NEWTON,AL,36352,2015,HYUNDAI,SANTA FE SPORT,36352,31.26122439864865,-85.60645503513514
526,America`s AA Birmingham,3N1AB7AP2GL664125,AMERICAN RECIVERY SERVICE,23394 AL - HWY 79,TRAFFORD,AL,35172,2016,NISSAN,SENTRA,35172,48.0511495,-1.7420038
527,America`s AA Birmingham,2C3CDXBG5EH325674,ALS RESOLVION,5681 KATHERINE HANKINS DR,THEODORE,AL,36582,2014,DODGE,CHARGER,36582,30.53707073924844,-88.18139005365344
528,America`s AA Birmingham,JHLRM3H76CC011332,ALS,2301 24TH AVE N,BIRMINGHAM,AL,35234,2012,HONDA,CR-V,35234,33.5366951984556,-86.8066466945946
529,America`s AA Birmingham,5NPD84LF0JH368703,ALLSTAR RECOVERY,1784 OLD WHITFIELD RD,PEARL,MS,39208,2018,HYUNDAI,ELANTRA,39208,32.271576622813036,-90.09863682607204
530,America`s AA Chicago,19XFB2F57DE066206,MVTRC,12109 S Paulina St,Calumet Park,IL,60827,2013,HONDA,CIVIC SDN,60827,41.65419867537474,-87.62100421927195
531,America`s AA Chicago,1C3CCCAB7GN109451,mvtrac,29800 n highway 12 IL 60084,Wauconda,il,60084,2016,CHRYSLER,200,60084,42.27239049078277,-88.13299443408985
532,America`s AA Chicago,1C4PJMBS8GW189005,mvtrac,12109 S Paulina St,Calumet Park,il,60827,2016,JEEP,CHEROKEE,60827,41.65419867537474,-87.62100421927195
533,America`s AA Chicago,1G11B5SA7DF300325,mvtrac,3056 E 170th St,Lansing,il,60438,2013,CHEVROLET,MALIBU,60438,50.17835888963068,8.631490641477273
534,America`s AA Chicago,1G11C5SLXFF306461,mvtrac,3056 E 170th St,Lansing,il,60438,2015,CHEVROLET,MALIBU,60438,50.17835888963068,8.631490641477273
535,America`s AA Chicago,1G11E5SA8GU119158,MVTRAC,29800 n highway 12,Wauconda,IL,60084,2016,CHEVROLET,MALIBU LIMITED,60084,42.27239049078277,-88.13299443408985
536,America`s AA Chicago,1G1ZE5ST5GF232350,mvtrac,3056 E 170th St,Lansing,il,60438,2016,CHEVROLET,MALIBU,60438,50.17835888963068,8.631490641477273
537,America`s AA Chicago,1GNKVFKD0HJ143671,mvtrac,29800 n highway 12,Wauconda,il,60084,2017,CHEVROLET,TRAVERSE,60084,42.27239049078277,-88.13299443408985
538,America`s AA Chicago,3KPA24AD5LE293851,mvtrac,3363 Howard st,skokie,il,60076,2020,KIA,RIO,60076,23.4774865,120.4694541
539,America`s AA Chicago,3KPFK4A75JE176395,mvtrac,12109 S Paulina St,Calumet Park,il,60827,2018,KIA,FORTE,60827,41.65419867537474,-87.62100421927195
540,America`s AA Chicago,3N1AB7AP3EL666026,mvtrac,3056 E 170th St,Lansing,il,60438,2014,NISSAN,SENTRA,60438,50.17835888963068,8.631490641477273
541,America`s AA Chicago,3VWLA7AJ5FM223826,mvtrac,21760 EAST LINCOLN HWY,LYNWOOD,il,60411,2015,VOLKSWAGEN,JETTA SEDAN,60411,41.51227668789557,-87.61313757887658
542,America`s AA Chicago,JN8AT2MV6HW255147,mvtrac,9851 S 78TH AVE,HICKORY HILLS,IL,60457,2017,NISSAN,ROGUE,60457,41.72318366846154,-87.81445168269231
543,America`s AA Chicago,KNDJP3A56K7689550,mvtrac,3056 E 170th St,Lansing,il,60438,2019,KIA,SOUL,60438,50.17835888963068,8.631490641477273
544,America`s AA Chicago,KNDPB3A21D7531134,MVTRAC,5001 S Mason Ave,Chicago,IL,60638,2013,KIA,SPORTAGE,60638,41.786704189476524,-87.77250985412844
545,America`s AA Chicago,KNDPM3AC0H7234073,mvtrac,3363 Howard st,skokie,il,60076,2017,KIA,SPORTAGE,60076,23.4774865,120.4694541
546,America`s AA Chicago,WVGAV7AX8GW526759,mvtrac,5001 S Mason Ave,CHICAGO,il,60638,2016,VOLKSWAGEN,TIGUAN,60638,41.786704189476524,-87.77250985412844
547,America`s AA Chicago,1FTFX1ET5DFC67278,MEGA SERVICES INC,140 W QUEENDWOOD RD,MORTON,IL,61550,2013,FORD,F-150,61550,48.83236741515151,0.5023435757575758
548,America`s AA Chicago,1C3CDFCA0DD203806,Mega Services,140 W. Queenwood Rd.,morton,il,61550,2013,DODGE,DART,61550,48.83236741515151,0.5023435757575758
549,America`s AA Chicago,1G1ZE5ST3GF226644,Mega Services,140 W. Queenwood Rd.,Morton,il,61550,2016,CHEVROLET,MALIBU,61550,48.83236741515151,0.5023435757575758
550,America`s AA Chicago,3C4PDCBBXJT506443,Mega Services,140 W. Queenwood Rd. IL 61550,Morton,il,61550,2018,DODGE,JOURNEY,61550,48.83236741515151,0.5023435757575758
551,America`s AA Chicago,3C4PDCEG6KT693995,Mega Services,140 W. Queenwood Rd.,Morton,il,61550,2019,DODGE,JOURNEY,61550,48.83236741515151,0.5023435757575758
552,America`s AA Chicago,4T1BF1FK0CU171104,Mega Services,140 W. Queenwood Rd.,morton,il,61550,2012,TOYOTA,CAMRY,61550,48.83236741515151,0.5023435757575758
553,America`s AA Chicago,KMHCT5AE2HU326426,Mega Services,140 W. Queenwood Rd.,Morton,il,61550,2017,HYUNDAI,ACCENT,61550,48.83236741515151,0.5023435757575758
554,America`s AA Chicago,5NPE24AF8GH276837,Manheim Indianapolis,3110 South Post Road,Indianapolis,IN,46239,2016,HYUNDAI,SONATA,46239,54.860506216666664,23.921751333333333
555,America`s AA Chicago,3N1AB7AP8FL672941,Equitable,207 W. Cloverdale Rd,Chillicothe,IL,61523,2015,NISSAN,SENTRA,61523,40.89695213961539,-89.515668455
556,America`s AA Chicago,19XFC2F6XKE024406,Bulldog Recovery,21760 EAST LINCOLN HWY,Lynwood,IL,60411,2019,HONDA,CIVIC SEDAN,60411,41.51227668789557,-87.61313757887658
557,America`s AA Chicago,5J6TF2H51CL002313,Bulldog Recovery,21760 EAST LINCOLN HWY,Lynwood,IL,60411,2012,HONDA,CROSSTOUR,60411,41.51227668789557,-87.61313757887658
558,America`s AA Chicago,1N4AL3AP2FC110053,ASSETSBIZ CORPORATION,29420 County Road 12,ELKHART,IN,46514,2015,NISSAN,ALTIMA,46514,51.68987385,6.839192936379198
559,America`s AA Chicago,1N4AL3AP2HN348069,ASSETSBIZ CORPORATION,6313 BELTLINE RD,ROCKFORD,IL,61109,2017,NISSAN,ALTIMA,61109,49.906976,36.2305108
560,America`s AA Chicago,2G4GV5GV8D9226888,ASSETSBIZ CORPORATION,5120 1/2 SPEEDWAY Dr,Ft Wayne,IN,4621946825,2013,BUICK,REGAL,4621946825,,
561,America`s AA Chicago,3MYDLBYVXJY321024,ASSETSBIZ CORPORATION,4311 SW ADAMS ST,PEORIA,IL,61605,2018,TOYOTA,YARIS IA,61605,40.684541897288135,-89.61333684474577
562,America`s AA Chicago,3MZBM1U72FM161401,ASSETSBIZ CORPORATION,29420 County Road 12,Elkhart,IN,46514,2015,MAZDA,MAZDA3,46514,51.68987385,6.839192936379198
563,America`s AA Chicago,5NPE24AFXHH537158,ASSETSBIZ CORPORATION,5120 1/2 SPEEDWAY Dr,Ft Wayne,IN,46825,2017,HYUNDAI,SONATA,46825,41.152938375332916,-85.12627074065486
564,America`s AA Chicago,5XXGM4A74FG483098,ASSETSBIZ CORPORATION,29420 County Road 12,Elkhart,IN,46514,2015,KIA,OPTIMA,46514,51.68987385,6.839192936379198
565,America`s AA Chicago,1C4NJPFA6GD749559,Assetsbiz Corp,6313 BELTLINE RD,ROCKFORD,il,61109,2016,JEEP,PATRIOT,61109,49.906976,36.2305108
566,America`s AA Chicago,1FMCU9GD6HUD09518,Assetsbiz Corp,4311 SW ADAMS ST,PEORIA,il,61605,2017,FORD,ESCAPE,61605,40.684541897288135,-89.61333684474577
567,America`s AA Chicago,1GCVKREC6GZ347779,Assetsbiz Corp,6313 BELTLINE RD,ROCKFORD,il,61109,2016,CHEVROLET,SILVERADO 1500,61109,49.906976,36.2305108
568,America`s AA Chicago,1N4AL3AP8HC236811,Assetsbiz Corp,6313 BELTLINE RD,ROCKFORD,il,61109,2017,NISSAN,ALTIMA,61109,49.906976,36.2305108
569,America`s AA Chicago,2T1BURHEXFC440517,Assetsbiz Corp,6313 BELTLINE RD,ROCKFORD,il,61109,2015,TOYOTA,COROLLA,61109,49.906976,36.2305108
570,America`s AA Chicago,3C4PDCEG4KT717369,Assetsbiz Corp,6313 BELTLINE RD,ROCKFORD,il,61109,2019,DODGE,JOURNEY,61109,49.906976,36.2305108
571,America`s AA Chicago,3GNAL4EK8ES588976,Assetsbiz Corp,6313 BELTLINE RD,ROCKFORD,il,61109,2014,CHEVROLET,CAPTIVA SPORT FLEET,61109,49.906976,36.2305108
572,America`s AA Chicago,3N1CN7AP4KL865825,Assetsbiz Corp,6313 BELTLINE RD IL 61109,ROCKFORD,il,61109,2019,NISSAN,VERSA SEDAN,61109,49.906976,36.2305108
573,America`s AA Chicago,5XXGU4L33GG056443,ASSETSBIZ CORP,6313 BELTLINE RD,ROCKFORD,il,61109,2016,KIA,OPTIMA,61109,49.906976,36.2305108
574,America`s AA Chicago,KNDMB5C14H6308665,Assetsbiz Corp,215 WEST RAILROAD,PROPHETSTOWN,il,61277,2017,KIA,SEDONA,61277,41.62804640448718,-89.9341962897436
575,America`s AA Chicago,1G4GE5GD1BF296342,ALS Resolvion,3363 HOWARD STREET,SKOKIE,il,60076,2011,BUICK,LACROSSE,60076,23.4774865,120.4694541
576,America`s AA Greenville,5N1AZ2MH3HN203870,WILSON TOWING AND RECOVERY,159 TRAINVIEW DR,DUFFIELD,VA,24244,2017,NISSAN,MURANO,24244,37.88513435,127.71685635220729
577,America`s AA Greenville,1C6RR7LG0HS633779,"STONE SERVICES, LLC",117 MCABEE DR,CENTRAL,SC,29630,2017,RAM,1500,29630,48.70281582909091,-3.8196324636363634
578,America`s AA Greenville,KNDJN2A22J7900148,RAP FINANCIAL SERVICES LLC,1710 ASCAUGA LAKE RD,NORTH AUGUSTA,SC,29841,2018,KIA,SOUL,29841,33.5151431256917,-81.94876246508564
579,America`s AA Greenville,1FMCU0GD9HUE38607,Premier Recovery Services,606-C Seaboard Street,Myrtle Beach,sc,29577,2017,FORD,ESCAPE,29577,33.67506543493869,-78.94045772998045
580,America`s AA Greenville,1FTEW1CW1AKB48416,PREMIER RECOVERY SERVICES,900 WILLIAMS ST,WEST COLUMBIA,SC,29169,2010,FORD,F-150,29169,33.99361738341969,-81.09319883091537
581,America`s AA Greenville,1GKKVRKD4EJ320412,PREMIER RECOVERY SERVICES,900 WILLIAMS ST,WEST COLUMBIA,SC,29169,2014,GMC,ACADIA,29169,33.99361738341969,-81.09319883091537
582,America`s AA Greenville,1HGCP2F86AA102756,PREMIER RECOVERY SERVICES,606-C SEABOARD ST,MYRTLE BEACH,SC,29577,2010,HONDA,ACCORD SDN,29577,33.67506543493869,-78.94045772998045
583,America`s AA Greenville,1HGCR2F59HA295379,PREMIER RECOVERY SERVICES,606-C SEABOARD ST,MYRTLE BEACH,SC,29577,2017,HONDA,ACCORD SEDAN,29577,33.67506543493869,-78.94045772998045
584,America`s AA Greenville,1HGCR3F85HA026523,PREMIER RECOVERY SERVICES,1026 W RICHARDSON AVE,SUMMERVILLE,SC,29483,2017,HONDA,ACCORD SEDAN,29483,52.9777966,11.063684
585,America`s AA Greenville,1N4AA6AP7HC380096,PREMIER RECOVERY SERVICES,900 WILLIAMS ST,WEST COLUMBIA,SC,29169,2017,NISSAN,MAXIMA,29169,33.99361738341969,-81.09319883091537
586,America`s AA Greenville,1N4AA6APXHC423250,PREMIER RECOVERY SERVICES,900 WILLIAMS ST,WEST COLUMBIA,SC,29169,2017,NISSAN,MAXIMA,29169,33.99361738341969,-81.09319883091537
587,America`s AA Greenville,1N4AL3AP0HC290183,PREMIER RECOVERY SERVICES,900 WILLIAMS ST,WEST COLUMBIA,SC,29169,2017,NISSAN,ALTIMA,29169,33.99361738341969,-81.09319883091537
588,America`s AA Greenville,1N4AL3AP6FN308946,PREMIER RECOVERY SERVICES,3318 HWY 153,PIEDMONT,SC,29673,2015,NISSAN,ALTIMA,29673,34.72292137628083,-82.44342562409867
589,America`s AA Greenville,3KPF24AD6LE185499,PREMIER RECOVERY SERVICES,900 WILLIAMS ST,WEST COLUMBIA,SC,29169,2020,KIA,FORTE,29169,33.99361738341969,-81.09319883091537
590,America`s AA Greenville,3N1CN7APXGL891126,PREMIER RECOVERY SERVICES,606-C SEABOARD ST,MYRTLE BEACH,SC,29577,2016,NISSAN,VERSA,29577,33.67506543493869,-78.94045772998045
591,America`s AA Greenville,3VWL17AJ7HM213723,PREMIER RECOVERY SERVICES,606-C SEABOARD ST,MYRTLE BEACH,SC,29577,2017,VOLKSWAGEN,JETTA,29577,33.67506543493869,-78.94045772998045
592,America`s AA Greenville,4T1BF1FK0CU616246,PREMIER RECOVERY SERVICES,1026 W RICHARDSON AVE,SUMMERVILLE,SC,29483,2012,TOYOTA,CAMRY,29483,52.9777966,11.063684
593,America`s AA Greenville,5N1AR1NB5BC612265,PREMIER RECOVERY SERVICES,900 WILLIAMS ST,WEST COLUMBIA,SC,29169,2011,NISSAN,PATHFINDER,29169,33.99361738341969,-81.09319883091537
594,America`s AA Greenville,5NPDH4AE0GH780610,PREMIER RECOVERY SERVICES,3318 Hwy 153,PIEDMONT,SC,29673,2016,HYUNDAI,ELANTRA,29673,34.72292137628083,-82.44342562409867
595,America`s AA Greenville,5NPE24AF6HH484927,PREMIER RECOVERY SERVICES,122 WEST CHRISTY LN,EFFINGHAM,SC,29541,2017,HYUNDAI,SONATA,29541,34.087865964435146,-79.77028982217573
596,America`s AA Greenville,5NPE34AF2FH124502,PREMIER RECOVERY SERVICES,900 WILLIAMS ST,WEST COLUMBIA,SC,29169,2015,HYUNDAI,SONATA,29169,33.99361738341969,-81.09319883091537
597,America`s AA Greenville,5NPEB4AC3DH570650,PREMIER RECOVERY SERVICES,900 WILLIAMS ST,WEST COLUMBIA,SC,29169,2013,HYUNDAI,SONATA,29169,33.99361738341969,-81.09319883091537
