,Auction,VIN,Name,Address(1),City,State,Zip,Year,Make,Model,zipcode,latitude,longitude
0,ADESA Boise,1FADP3K2XEL110465,LOSS PREVENTION SERVICES,2609 Keim ln,Nampa,ID,83687,2014,FORD,FOCUS,83687,43.590207908441556,-116.48982670952383
1,ADESA Boise,KNDJT2A52D7561380,Loss Prevention Services,604 N 36TH,Nampa,id,83687,2013,KIA,SOUL,83687,43.590207908441556,-116.48982670952383
2,ADESA Boise,WAUDFAFC8EN028112,Loss Prevention Services,Ben Keim ln ID 83687,Nampa,id,83687,2014,AUDI,A6,83687,43.590207908441556,-116.48982670952383
3,ADESA Boise,1D7RV1GPXBS536517,Idatow,2609 keim ln,nampa,ID,83687,2011,RAM,1500,83687,43.590207908441556,-116.48982670952383
4,ADESA Boise,1C3CDFBH0DD641370,bell and williams,604 N 36TH,Nampa,id,83687,2013,DODGE,DART,83687,43.590207908441556,-116.48982670952383
5,ADESA Boise,1D7HU18NX8S605274,bell and williams,1789 Osterloh ave,Twin Falls,id,83301,2008,DODGE,RAM 1500,83301,47.950897499999996,12.570154300395739
6,ADESA Boise,1FMCU0F75HUD60449,Bell and Williams,11350 w executive Dr lot 1,boise,id,83713,2017,FORD,ESCAPE,83713,43.6378091710331,-116.33350261305289
7,ADESA Boise,1N6AD0EV1CC408634,Bell and Williams,11350 West Executive Dr Lot 1,Boise,id,83713,2012,NISSAN,FRONTIER,83713,43.6378091710331,-116.33350261305289
8,ADESA Boise,2HGFB2F55FH544454,Bell and Williams,11350 w executive Dr lot 1,boise,id,83713,2015,HONDA,CIVIC SEDAN,83713,43.6378091710331,-116.33350261305289
9,ADESA Boise,3C6RR7KT7JG195693,bell and williams,604 N 36TH,Nampa,id,83687,2018,RAM,1500,83687,43.590207908441556,-116.48982670952383
10,ADESA Boise,3FADP4BJ6FM126806,Bell and Williams,604 N 36TH,Nampa,id,83687,2015,FORD,FIESTA,83687,43.590207908441556,-116.48982670952383
11,ADESA Boise,KMHTC6AE3DU137414,Bell and Williams,11350 w executive Dr lot 1,boise,id,83713,2013,HYUNDAI,VELOSTER,83713,43.6378091710331,-116.33350261305289
12,ADESA Boise,KMHD35LH6EU189353,American Recovery Services,123 MAIN ST.,CALDWELL,id,83605,2014,HYUNDAI,ELANTRA GT,83605,43.661159354285715,-116.67909391714286
13,ADESA Des Moines,5XXGN4A76DG241780,MVTRAC,1001 Racoon St Des Moines,Des Moines,IA,50309,2013,KIA,OPTIMA,50309,41.586886245773194,-93.62262603360824
14,ADESA Des Moines,1G1PA5SH6E7456605,LOSS PREVENTION SERVICES,4655 S 60th Ave,OMAHA,NE,68117,2014,CHEVROLET,CRUZE,68117,41.21078704769231,-96.00771026
15,ADESA Des Moines,1GNKVJKD7DJ122099,LOSS PREVENTION SERVICES,14208 NE 14th St,Alleman,IA,50007,2013,CHEVROLET,TRAVERSE,50007,24.08333342790698,120.55788327906976
16,ADESA Des Moines,1N4AL3AP9DN523489,LOSS PREVENTION SERVICES,1200 HOAK DR,WEST DES MOINES,IA,50265,2013,NISSAN,ALTIMA,50265,-7.0787411,110.4121302
17,ADESA Des Moines,2HGFC2F7XHH569769,LOSS PREVENTION SERVICES,33617 6th Street,PARKERSBURG,IA,50665,2017,HONDA,CIVIC SEDAN,50665,42.55143390941176,-92.7768210082353
18,ADESA Des Moines,3FA6P0LU5KR188849,LOSS PREVENTION SERVICES,1025 N 8th Street,Clearlake,IA,50428,2019,FORD,FUSION HYBRID,50428,54.9131778,23.9624935
19,ADESA Des Moines,3N1AB7AP7EL658639,LOSS PREVENTION SERVICES,14208 NE 14th St,ALLEMAN,IA,50007,2014,NISSAN,SENTRA,50007,24.08333342790698,120.55788327906976
20,ADESA Des Moines,4T1BF1FK9HU422080,LOSS PREVENTION SERVICES,809 DUBUQUE ST,QUASQUETON,IA,52326,2017,TOYOTA,CAMRY,52326,54.893398242857145,24.012620057142858
21,ADESA Des Moines,5N1AZ2MG3FN217062,LOSS PREVENTION SERVICES,14208 NE 14th St,Alleman,IA,50007,2015,NISSAN,MURANO,50007,24.08333342790698,120.55788327906976
22,ADESA Des Moines,5XXGR4A65FG369295,LOSS PREVENTION SERVICES,1200 Hoak Dr W,DES MOINES,IA,50265,2015,KIA,OPTIMA,50265,-7.0787411,110.4121302
23,ADESA Des Moines,JHMGE8H53BC005515,LOSS PREVENTION SERVICES,809 DUBUQUE ST,QUASQUETON,IA,52326,2011,HONDA,FIT,52326,54.893398242857145,24.012620057142858
24,ADESA Des Moines,KNDPB3AC3F7758160,Loss Prevention Services,809 Dubuque St,Quasqueton,ia,52326,2015,KIA,SPORTAGE,52326,54.893398242857145,24.012620057142858
25,ADESA Des Moines,1FADP3F29HL249582,BELL & WILLIAMS ASSOC,17010 STATE ORCHARD RD,COUNCIL BLUFFS,IA,51503,2017,FORD,FOCUS,51503,41.256193141457864,-95.81506374487472
26,ADESA Des Moines,1G1PC5SB6F7239028,BELL & WILLIAMS ASSOC,706 E 5TH ST,WILTON,IA,52778,2015,CHEVROLET,CRUZE,52778,41.610790804411764,-91.00309224264706
27,ADESA Des Moines,5XYKU4A73FG578807,BELL & WILLIAMS ASSOC,4601 10th Ave,MARION,IA,52302,2015,KIA,SORENTO,52302,54.89595633333334,23.982664755555554
28,ADESA Des Moines,KNDPBCAC2F7743536,BELL & WILLIAMS ASSOC,1418 E Madison,DES MOINES,IA,50313,2015,KIA,SPORTAGE,50313,41.63877597792916,-93.618417846594
29,ADESA Des Moines,1GNKRGKD2GJ237186,AMERICAN RECOVERY SERVICE,809 DUBUQUE ST,QU,IA,52326,2016,CHEVROLET,TRAVERSE,52326,54.893398242857145,24.012620057142858
30,ADESA Des Moines,KNAGT4L39G5084963,AMERICAN RECOVERY SERIVICE,14208 NE 14th St,ALLEMAN,IA,50007,2016,KIA,OPTIMA,50007,24.08333342790698,120.55788327906976
31,ADESA Fargo,KNAGM4A7XF5646550,LOSS PREVENTION SERVICES,3100 Hwy 52 South,Minot,ND,58701,2015,KIA,OPTIMA,58701,48.2112192,-101.3034413605042
32,ADESA Jacksonville,1C4PJMCB3GW341710,"XTREME TOWING & RECOVERY, LLC",6252 COMMERCIAL WAY,BROOKSVILLE,FL,34613,2016,JEEP,CHEROKEE,34613,36.3376352,127.43321685
33,ADESA Jacksonville,1C4PJLLB1KD154495,THE FINAL NOTICE AGENCY,5475 POWERLINE RD,FORT LAUDERDALE,FL,33309,2019,JEEP,CHEROKEE,33309,26.187865770205065,-80.17881879433051
34,ADESA Jacksonville,2GKALPEK6H6339092,THE FINAL NOTICE AGENCY,5475 POWERLINE RD,FORT LAUDERDALE,FL,33309,2017,GMC,TERRAIN,33309,26.187865770205065,-80.17881879433051
35,ADESA Jacksonville,3C4PDCGG9JT156713,THE FINAL NOTICE AGENCY,5475 POWERLINE RD,FORT LAUDERDALE,FL,33309,2018,DODGE,JOURNEY,33309,26.187865770205065,-80.17881879433051
36,ADESA Jacksonville,JN1BV7AP0EM686963,THE FINAL NOTICE AGENCY,5475 POWERLINE RD,FORT LAUDERDALE,FL,33309,2014,INFINITI,Q50,33309,26.187865770205065,-80.17881879433051
37,ADESA Jacksonville,KM8J23A45JU766698,THE FINAL NOTICE AGENCY,5475 POWERLINE RD,FORT LAUDERDALE,FL,33309,2018,HYUNDAI,TUCSON,33309,26.187865770205065,-80.17881879433051
38,ADESA Jacksonville,JTMZD32V285102419,SUN WEST RECOVERY INC,28053 MITCHELL AVE,PUNTA GORDA,FL,33982,2008,TOYOTA,RAV4,33982,26.968000856521737,-81.95389245217392
39,ADESA Jacksonville,1N4AL3APXFN408256,STATEWIDE AUTO TRACKERS INC,31549 LONG ACRES DR,SORRENTO,FL,32776,2015,NISSAN,ALTIMA,32776,28.807152884818482,-81.53851011815182
40,ADESA Jacksonville,5NPEB4AC2EH907827,SPEEDIE RECOVERY OF SOUTH FLORIDA INC,8041 MAINLINE PKWY,FORT MYERS,FL,33912,2014,HYUNDAI,SONATA,33912,26.51624088160622,-81.82999406709845
41,ADESA Jacksonville,1FATP8EM3H5301577,"SPECIALIZED TOWING & TRANSPORTATION, INC",11950 NW 39TH ST,CORAL SPRINGS,FL,33065,2017,FORD,MUSTANG,33065,24.9910056,121.317497
42,ADESA Jacksonville,3N1AB7AP1GY313869,"SPECIALIZED TOWING & TRANSPORTATION, INC",5320 SPRINGFIELD BLVD,JACKSONVILLE,FL,32208,2016,NISSAN,SENTRA,32208,30.38264763317073,-81.65700968780487
43,ADESA Jacksonville,5NPD84LF3JH224675,"SPECIALIZED TOWING & TRANSPORTATION, INC",11950 NW 39TH ST,CORAL SPRINGS,FL,33065,2018,HYUNDAI,ELANTRA,33065,24.9910056,121.317497
44,ADESA Jacksonville,5TFAX5GN2KX147039,SECON RECOVERY & TOWING LLC,3686 WOODVILLE HWY,TALLAHASSEE,FL,32305,2019,TOYOTA,TACOMA 2WD,32305,30.33741490405405,-84.26837837810811
45,ADESA Jacksonville,JA4AP3AU4KU031020,RAPID TOWING & RECOVERY,606 E BAKER ST,PLANT CITY,FL,33563,2019,MITSUBISHI,OUTLANDER SPORT,33563,28.00892377807154,-82.12678955209954
46,ADESA Jacksonville,1C3CCCAB5FN756543,MVTRAC,1502 PLANT AVE,WAYCROSS,GA,31501,2015,CHRYSLER,200,31501,31.222806233420368,-82.35091030469974
47,ADESA Jacksonville,1GCHTBEA9G1356345,mvtrac,2600 MIAMI RD,FORT LAUDERDALE,fl,33316,2016,CHEVROLET,COLORADO,33316,26.099578279232112,-80.12793035863874
48,ADESA Jacksonville,1HGCP2F87BA100886,MVTRAC,3116 41 SOUTH,TIFTON,GA,31794,2011,HONDA,ACCORD SDN,31794,43.140606152906976,-1.5561398110465117
49,ADESA Jacksonville,3VWLL7AJ7EM299282,MVTRAC,1838 NW 23 ST,MIAMI,FL,33142,2014,VOLKSWAGEN,JETTA SEDAN,33142,51.56277592549575,8.571587239631727
50,ADESA Jacksonville,WDCTG4EB2FJ184509,MVTRAC,11950 NW 39TH ST,CORAL SPRINGS,FL,33065,2015,MERCEDES-BENZ,GLA-CLASS,33065,24.9910056,121.317497
51,ADESA Jacksonville,WDDGF4HBXEA953204,MVTRAC,1850 NW 23rd St,MIAMI,FL,33142,2014,MERCEDES-BENZ,C-CLASS,33142,51.56277592549575,8.571587239631727
52,ADESA Jacksonville,WDDSJ4EB4FN244713,MVTRAC,2600 MIAMI RD,FORT LAUDERDALE,FL,33316,2015,MERCEDES-BENZ,CLA-CLASS,33316,26.099578279232112,-80.12793035863874
53,ADESA Jacksonville,1N4AL3AP9EC291344,MID FLORIDA STATE INVESTIGATIONS TOWING & RECOVERY,3274 OVERLAND RD,APOPKA,FL,32703,2014,NISSAN,ALTIMA,32703,42.28433476153847,-7.675311669230769
54,ADESA Jacksonville,KMHGC4DD5DU249219,MID FLORIDA STATE INVESTIGATIONS TOWING & RECOVERY,3274 OVERLAND RD,APOPKA,FL,32703,2013,HYUNDAI,GENESIS,32703,42.28433476153847,-7.675311669230769
55,ADESA Jacksonville,1C3CDFAA1FD370102,"MAD DOG RECOVERY, INC",1850 NW 23RD ST,MIAMI,FL,33142,2015,DODGE,DART,33142,51.56277592549575,8.571587239631727
56,ADESA Jacksonville,1N4AA6AP0JC404020,"MAD DOG RECOVERY, INC",1850 NW 23RD ST,MIAMI,FL,33142,2018,NISSAN,MAXIMA,33142,51.56277592549575,8.571587239631727
57,ADESA Jacksonville,2GNALBEK3F6343247,"MAD DOG RECOVERY, INC",1850 NW 23RD ST,MIAMI,FL,33142,2015,CHEVROLET,EQUINOX,33142,51.56277592549575,8.571587239631727
58,ADESA Jacksonville,2T1BURHE2GC745494,"MAD DOG RECOVERY, INC",1850 NW 23RD ST,MIAMI,FL,33142,2016,TOYOTA,COROLLA,33142,51.56277592549575,8.571587239631727
59,ADESA Jacksonville,3N1AB7AP0DL792942,"MAD DOG RECOVERY, INC",1850 NW 23RD ST,MIAMI,FL,33142,2013,NISSAN,SENTRA,33142,51.56277592549575,8.571587239631727
60,ADESA Jacksonville,3N1CN7AP8HL807239,"MAD DOG RECOVERY, INC",1850 NW 23RD ST,MIAMI,FL,33142,2017,NISSAN,VERSA SEDAN,33142,51.56277592549575,8.571587239631727
61,ADESA Jacksonville,3VW547AUXGM067617,"MAD DOG RECOVERY, INC",1850 NW 23RD ST,MIAMI,FL,33142,2016,VOLKSWAGEN,GOLF GTI,33142,51.56277592549575,8.571587239631727
62,ADESA Jacksonville,5NPE34AF7FH214616,"MAD DOG RECOVERY, INC",1850 NW 23RD ST,MIAMI,FL,33142,2015,HYUNDAI,SONATA,33142,51.56277592549575,8.571587239631727
63,ADESA Jacksonville,JN8AF5MV8GT657714,LPS - ARS,2290 NW 10TH AVB,MIAMI,FL,33172,2016,NISSAN,JUKE,33172,25.784808610260146,-80.3624996492612
64,ADESA Jacksonville,JA4AT4AA2JZ047841,LOSS PREVENTIONS SERVICES,2832 TREMONT ROAD,SAVANNAH,GA,31405,2018,MITSUBISHI,ECLIPSE CROSS,31405,32.04114521472081,-81.12925552081218
65,ADESA Jacksonville,1C3CCCCB7FN576140,Loss Prevention Services,1502 Plant Ave,Waycross,ga,31501,2015,CHRYSLER,200,31501,31.222806233420368,-82.35091030469974
66,ADESA Jacksonville,1FTEW1CG2JKE17578,LOSS PREVENTION SERVICES,3116 41 SOUTH,TIFTON,GA,31794,2018,FORD,F-150,31794,43.140606152906976,-1.5561398110465117
67,ADESA Jacksonville,2C3CDXHGXGH246656,LOSS PREVENTION SERVICES,1308 12th Ave,Bradenton,FL,34205,2016,DODGE,CHARGER,34205,36.2888496,127.3055687
68,ADESA Jacksonville,2GNALCEK5F6388583,LOSS PREVENTION SERVICES,4603 Hwy 82 W,Ty Ty,GA,31795,2015,CHEVROLET,EQUINOX,31795,43.1572206,-1.535337
69,ADESA Jacksonville,3C4PDCBG6HT532270,LOSS PREVENTION SERVICES,2421 S PATTERSON,VALDOSTA,GA,31601,2017,DODGE,JOURNEY,31601,30.79878785405128,-83.29509572246154
70,ADESA Jacksonville,3N1AB6AP2CL666591,LOSS PREVENTION SERVICES,2421 S PATTERSON,ST. VALDOSTA,GA,31601,2012,NISSAN,SENTRA,31601,30.79878785405128,-83.29509572246154
71,ADESA Jacksonville,5NPE24AFXGH401918,LOSS PREVENTION SERVICES,6738 Wallis Road,WEST PALM BEACH,FL,33413,2016,HYUNDAI,SONATA,33413,26.663425639893617,-80.14697300212767
72,ADESA Jacksonville,5YFBURHE3JP835065,LOSS PREVENTION SERVICES,3000 NW 75TH ST,MIAMI,FL,33147,2018,TOYOTA,COROLLA,33147,25.85094253523478,-80.23640041027917
73,ADESA Jacksonville,JA4AD2A31JZ055965,LOSS PREVENTION SERVICES,24 Hobby Perry Rd,TIFTON,GA,31794,2018,MITSUBISHI,OUTLANDER,31794,43.140606152906976,-1.5561398110465117
74,ADESA Jacksonville,JA4APVAU0MU025312,LOSS PREVENTION SERVICES,24 Hobby Perry RD,TIFTON,GA,31794,2021,MITSUBISHI,OUTLANDER SPORT,31794,43.140606152906976,-1.5561398110465117
75,ADESA Jacksonville,KNDJ23AU4N7158924,LOSS PREVENTION SERVICES,4603 Hwy 82 W Ty,TY,GA,31795,2022,KIA,SOUL,31795,43.1572206,-1.535337
76,ADESA Jacksonville,ML32A3HJ6JH003821,LOSS PREVENTION SERVICE,2421 S. Patterson St. Valdosta,VALDOSTA,GA,31601,2018,MITSUBISHI,MIRAGE,31601,30.79878785405128,-83.29509572246154
77,ADESA Jacksonville,1G1BF5SM2H7240151,LOSS PREVENTION PREVENTION,2421 S. Patterson St. Valdosta,VALDOSTA,GA,31601,2017,CHEVROLET,CRUZE,31601,30.79878785405128,-83.29509572246154
78,ADESA Jacksonville,5TDYK3DC8GS740101,K&W RECOVERY INC,6765 NARCOOSSEE RD,ORLANDO,FL,32822,2016,TOYOTA,SIENNA,32822,28.490576089729732,-81.29141228054054
79,ADESA Jacksonville,JN1BJ1CR6KW629559,K&C TOWING & RECOVERY,1838 NW 23RD ST,MIAMI,FL,33142,2019,NISSAN,ROGUE SPORT,33142,51.56277592549575,8.571587239631727
80,ADESA Jacksonville,3C4PDCEG2JT370087,JMAC DISTRIBUTION LLC,2050 KINGS RD,JACKSONVILLE,FL,32209,2018,DODGE,JOURNEY,32209,30.369686180000002,-81.697446575
81,ADESA Jacksonville,5NPE24AF8GH317659,ICU RECOVERY INC,7701 HAMMOND BLVD,JACKSONVILLE,FL,32220,2016,HYUNDAI,SONATA,32220,43.45031775,0.9177444096153846
82,ADESA Jacksonville,JA4ARUAU5NU013355,ICU RECOVERY INC,7701 HAMMOND BLVD,JACKSONVILLE,FL,32220,2022,MITSUBISHI,OUTLANDER SPORT,32220,43.45031775,0.9177444096153846
83,ADESA Jacksonville,1FMCU0G93JUB85737,HEAT RECOVERY & TOWING INC,2600 MIAMI RD,FORT LAUDERDALE,FL,33316,2018,FORD,ESCAPE,33316,26.099578279232112,-80.12793035863874
84,ADESA Jacksonville,WBA8E9G57GNT81270,HEAT RECOVERY & TOWING INC,2600 MIAMI RD,FORT LAUDERDALE,FL,33316,2016,BMW,328I,33316,26.099578279232112,-80.12793035863874
85,ADESA Jacksonville,KMHDH4AE6GU522917,GRYPHON RECOVERY,14700 SW 137TH ST,MIAMI,FL,33196,2016,HYUNDAI,ELANTRA,33196,25.65994026487436,-80.44960178834492
86,ADESA Jacksonville,WVGBV7AX5GW604192,GRYPHON RECOVERY,14700 SW 137TH ST,MIAMI,FL,33196,2016,VOLKSWAGEN,TIGUAN,33196,25.65994026487436,-80.44960178834492
87,ADESA Jacksonville,5XYKT4A27BG084905,GOT-U RECOVERY INC,3406 W VINE ST,KISSIMMEE,FL,34741,2011,KIA,SORENTO,34741,28.304251288495575,-81.4224579780236
88,ADESA Jacksonville,3KPA24AB9KE217482,Georgia Collateral Recovery Bureau,623 FUSSELL RD,LEESBURG,GA,31763,2019,KIA,RIO,31763,31.67679020689655,-84.15571468482759
89,ADESA Jacksonville,JN8AF5MR7FT510334,FORCEONE RECOVERY,4201 SW 60 AVE,DAVIE,FL,33314,2015,NISSAN,JUKE,33314,26.069468542293233,-80.2254699174812
90,ADESA Jacksonville,ZACNJABBXKPK29240,FORCEONE RECOVERY,4201 SW 60 AVE,DAVIE,FL,33314,2019,JEEP,RENEGADE,33314,26.069468542293233,-80.2254699174812
91,ADESA Jacksonville,2G1105S30J9167855,FLORIDA REPOSSESSION AGENCY,2421 SILVER METEOR DR,ORLANDO,FL,32804,2018,CHEVROLET,IMPALA,32804,28.572099263095236,-81.38474077976191
92,ADESA Jacksonville,1HGCV1F45JA040554,FLORIDA RECOVERY SYSTEM,110 E TOWLES RD,PALATKA,FL,32177,2018,HONDA,ACCORD SEDAN,32177,29.65809710973725,-81.67009380927357
93,ADESA Jacksonville,1C6RR7NT1FS790258,First Coast Florida Recovery Inc,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2015,RAM,1500,32220,43.45031775,0.9177444096153846
94,ADESA Jacksonville,1FADP3F27EL142171,First Coast Florida Recovery Inc,10952 W BEAVER ST,JACKSONVILLE,,32220,2014,FORD,FOCUS,32220,43.45031775,0.9177444096153846
95,ADESA Jacksonville,1FMJU1KT2HEA41665,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2017,FORD,EXPEDITION,32220,43.45031775,0.9177444096153846
96,ADESA Jacksonville,1N4BL4BV3LC191311,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2020,NISSAN,ALTIMA,32220,43.45031775,0.9177444096153846
97,ADESA Jacksonville,1N6AD0ER6JN760953,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2018,NISSAN,FRONTIER,32220,43.45031775,0.9177444096153846
98,ADESA Jacksonville,2GNALBEK1H1570520,First Coast Florida Recovery Inc,10952 W BEAVER ST,JACKSONVILLE,,32220,2017,CHEVROLET,EQUINOX,32220,43.45031775,0.9177444096153846
99,ADESA Jacksonville,3MYDLBYV0HY191703,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2017,TOYOTA,YARIS IA,32220,43.45031775,0.9177444096153846
100,ADESA Jacksonville,4T1B11HK3JU559579,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2018,TOYOTA,CAMRY,32220,43.45031775,0.9177444096153846
101,ADESA Jacksonville,4T1BF1FK2CU614515,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2012,TOYOTA,CAMRY,32220,43.45031775,0.9177444096153846
102,ADESA Jacksonville,4T1BF1FK7FU002668,First Coast Florida Recovery Inc,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2015,TOYOTA,CAMRY,32220,43.45031775,0.9177444096153846
103,ADESA Jacksonville,4T1BF1FKXGU122756,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2016,TOYOTA,CAMRY,32220,43.45031775,0.9177444096153846
104,ADESA Jacksonville,5NPDH4AE8GH761500,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2016,HYUNDAI,ELANTRA,32220,43.45031775,0.9177444096153846
105,ADESA Jacksonville,5XYPG4A38HG221622,First Coast Florida Recovery Inc,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2017,KIA,SORENTO,32220,43.45031775,0.9177444096153846
106,ADESA Jacksonville,JA4ASWAA0NZ057031,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2022,MITSUBISHI,ECLIPSE CROSS,32220,43.45031775,0.9177444096153846
107,ADESA Jacksonville,JN8AE2KP2D9065692,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2013,NISSAN,QUEST,32220,43.45031775,0.9177444096153846
108,ADESA Jacksonville,KNMAT2MT6FP581306,First Coast Florida Recovery Inc,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2015,NISSAN,ROGUE,32220,43.45031775,0.9177444096153846
109,ADESA Jacksonville,ZFBCFXBT9GP485948,FIRST COAST FLORIDA RECOVERY INC,10952 W BEAVER ST,JACKSONVILLE,FL,32220,2016,FIAT,500X,32220,43.45031775,0.9177444096153846
110,ADESA Jacksonville,19XFB2F50DE092811,DIRTY DEEDS RECOVERY,210 W US HWY 92,SEFFNER,FL,33584,2013,HONDA,CIVIC SDN,33584,27.99176558606403,-82.28845960960453
111,ADESA Jacksonville,2C3CDYBT7CH109776,DIRTY DEEDS RECOVERY,210 W US HWY 92,SEFFNER,FL,33584,2012,DODGE,CHALLENGER,33584,27.99176558606403,-82.28845960960453
112,ADESA Jacksonville,4T1BF1FK7EU822103,DIRTY DEEDS RECOVERY,210 W US HWY 92,SEFFNER,FL,33584,2014,TOYOTA,CAMRY,33584,27.99176558606403,-82.28845960960453
113,ADESA Jacksonville,5NPE24AF4FH161022,DEDICATED REPOSSESSION SERVICE,5613 NW 8TH ST,MARGATE,FL,33063,2015,HYUNDAI,SONATA,33063,24.977031,121.3068667
114,ADESA Jacksonville,3KPF24AD8LE140614,"COLLATERAL RECOVERY GROUP, LLC",2052 GUAVA DR,EDGEWATER,FL,32141,2020,KIA,FORTE,32141,28.944593456933934,-80.89298462114952
115,ADESA Jacksonville,3N1CN7AP4JL858999,"BIDS OF LAKE CITY, INC",187 SW TEARDROP GLEN,LAKE CITY,FL,32025,2018,NISSAN,VERSA SEDAN,32025,30.146490640442998,-82.61978003745222
116,ADESA Jacksonville,1VWAT7A30EC100941,Bell and Williams,1838 NW 23 ST,Miami,fl,33142,2014,VOLKSWAGEN,PASSAT,33142,51.56277592549575,8.571587239631727
117,ADESA Jacksonville,1FMCU0JX6FUA60228,BELL & WILLIAMS ASSOCIATES,210 W US HWY 92,Seffner,FL,33584,2015,FORD,ESCAPE,33584,27.99176558606403,-82.28845960960453
118,ADESA Jacksonville,2HKRM3H7XDH522285,BELL & WILLIAMS ASSOCIATES,1720 N PACE BLVD,PENSACOLA,FL,32505,2013,HONDA,CR-V,32505,30.451785870072992,-87.25558707664233
119,ADESA Jacksonville,5NPD84LF8HH046840,BELL & WILLIAMS ASSOCIATES,1838 NW 23 ST,MIAMI,FL,33142,2017,HYUNDAI,ELANTRA,33142,51.56277592549575,8.571587239631727
120,ADESA Jacksonville,5NPE24AF2HH495276,BELL & WILLIAMS ASSOCIATES,3274 Overland Road,APOPKA,FL,32703,2017,HYUNDAI,SONATA,32703,42.28433476153847,-7.675311669230769
121,ADESA Jacksonville,KNALN4D72F5190048,BELL & WILLIAMS ASSOCIATES,5475 POWERLINE RD FL 33309,Fort Lauderdale,FL,33309,2015,KIA,CADENZA,33309,26.187865770205065,-80.17881879433051
122,ADESA Jacksonville,1GCRCNEH4GZ367533,BELL & WILLIAMS ASSOC.,3116 41 SOUTH,TIFTON,GA,31794,2016,CHEVROLET,SILVERADO 1500,31794,43.140606152906976,-1.5561398110465117
123,ADESA Jacksonville,1N4AL3AP2GC247575,BELL & WILLIAMS ASSOC,3116 41 SOUTH,TIFTON,GA,31794,2016,NISSAN,ALTIMA,31794,43.140606152906976,-1.5561398110465117
124,ADESA Jacksonville,1N4AL3AP3DC292035,BELL & WILLIAMS ASSOC,424 US HWY 319 N,MOULTRIE,GA,31768,2013,NISSAN,ALTIMA,31768,31.16997674264214,-83.77812945769232
125,ADESA Jacksonville,3N1AB7APXEL678870,BELL & WILLIAMS ASSOC,305 Lawndale Dr,EASTMAN,GA,31023,2014,NISSAN,SENTRA,31023,43.5656933,1.3788948
126,ADESA Jacksonville,5NPE24AF6KH783454,BELL & WILLIAMS ASSOC,3116 41 SOUTH,TIFTON,GA,31794,2019,HYUNDAI,SONATA,31794,43.140606152906976,-1.5561398110465117
127,ADESA Jacksonville,5XYZT3LB1EG131968,BELL & WILLIAMS ASSOC,6738 WALLIS ROAD,WEST PALM BEACH,AL,33413,2014,HYUNDAI,SANTA FE SPORT,33413,26.663425639893617,-80.14697300212767
128,ADESA Jacksonville,JA4AP3AU9LU014733,BELL & WILLIAMS ASSOC,424 US HWY 319 N,MOULTRIE,GA,31768,2020,MITSUBISHI,OUTLANDER SPORT,31768,31.16997674264214,-83.77812945769232
129,ADESA Jacksonville,KMHCT4AE7GU157660,BELL & WILLIAMS ASSOC,704 NE MAIN ST ,VIDALIA ,GA ,30474,2016,HYUNDAI,ACCENT,30474,32.216138148991355,-82.41094732161383
130,ADESA Jacksonville,ML32F3FJ0HH003005,BELL & WILLIAMS ASSOC,424 US HWY 319 N,MOULTRIE,GA,31768,2017,MITSUBISHI,MIRAGE G4,31768,31.16997674264214,-83.77812945769232
131,ADESA Jacksonville,1C4NJDBB6GD632058,B&P AUTO RECOVERY SERVICES,11224 US-92,SEFFNER,FL,33584,2016,JEEP,COMPASS,33584,27.99176558606403,-82.28845960960453
132,ADESA Jacksonville,5N1AT2MT6GC746646,American Recovery Services,7914 US HIGHWAY 98N,LAKELAND,fl,33809,2016,NISSAN,ROGUE,33809,28.13390584580645,-81.95187340989247
133,ADESA Jacksonville,5NPEC4AC1DH807813,American Recovery Services,5320 SPRINGFIELD BOULEVARD,JACKSONVILLE,fl,32208,2013,HYUNDAI,SONATA,32208,30.38264763317073,-81.65700968780487
134,ADESA Jacksonville,1FADP3F22JL279819,AMERICAN RECOVERY SERVICE,7914 US HIGHWAY 98N,LAKELAND,FL,33809,2018,FORD,FOCUS,33809,28.13390584580645,-81.95187340989247
