geoid,lat,long
12071010573,26.643653,-81.90288202
12071006757,26.64553393,-81.84125874
12071032176,26.63970635,-81.76450277
12071040146,26.63867591,-81.6893869
12071040210,26.63785212,-81.6116754
12099008060,26.63062393,-80.6098196
12099007744,26.65115853,-80.24367466
12099059357,26.6398218,-80.15541946
12099004283,26.63977456,-80.09660085
12099004370,26.64569564,-80.0505272
12071010159,26.70991246,-81.9839924
12071015778,26.71173723,-81.90769068
12071016301,26.71423168,-81.83740008
12071030168,26.71556959,-81.74847359
12071035206,26.69713852,-81.6995551
12071035254,26.70713056,-81.62757695
12051000151,26.73083597,-80.96221393
12099008152,26.70429823,-80.67045696
12099007851,26.72411884,-80.31790757
12099007830,26.72241233,-80.2329323
12099005713,26.70818209,-80.15671129
12099041395,26.71710971,-80.09312867
12099002830,26.72024697,-80.04772333
12099007889,26.77199578,-80.29608396
12099007915,26.78708576,-80.23195001
12099331915,26.79566559,-80.15693136
12099001156,26.79067556,-80.0872012
12099000956,26.78394806,-80.04687556
12015030470,26.86393949,-82.2800179
12015010505,26.85417763,-82.00040494
12099250925,26.85563749,-80.15483304
12099000477,26.85515673,-80.08798398
12099000506,26.83323807,-80.0525517
48505950305,26.90954819,-99.25436709
12055019242,26.94056776,-82.34267422
12015030303,26.92597741,-82.27363773
12015020502,26.95771633,-82.12664248
12015012482,26.93014694,-82.05870586
12099002111,26.92276372,-80.14648938
12099000236,26.92996104,-80.09965823
12115002588,27.02477495,-82.39975944
12115002668,26.99631208,-82.34113644
12115002719,27.03872868,-82.2562438
12015020402,26.99713587,-82.20158158
12015020447,26.99754485,-82.11224174
12015020419,27.00240926,-82.05438234
12015017101,26.99373638,-81.99862937
12115002353,27.09701941,-82.45269077
12115002496,27.08370487,-82.41625362
12115002726,27.07233225,-82.35711351
12115002733,27.07017339,-82.25075806
12115002741,27.07259633,-82.19461685
12115002746,27.06278696,-82.12695413
12085001425,27.08071842,-80.14464904
12115002203,27.150805,-82.46909002
12115002408,27.13243562,-82.43076015
12085000605,27.16348587,-80.27859804
12085001058,27.15529128,-80.23119066
12085001374,27.13247146,-80.18540046
12115002018,27.22875691,-82.48484497
12093910467,27.2366675,-80.82717709
12093910403,27.22337931,-80.76995272
12111382116,27.23673681,-80.37812285
12098191206,27.22586205,-80.30149472
12085000588,27.21347392,-80.24698615
12085000301,27.20546757,-80.19129741
12115001178,27.29863696,-82.53885755
12115001447,27.29978231,-82.48511924
12115001404,27.30284589,-82.42034984
12093910202,27.28405972,-80.87458931
12111382038,27.29700546,-80.38323514
12111381899,27.29953327,-80.32117492
12111381753,27.30247957,-80.25001465
48479001828,27.36806484,-99.48398779
12115000802,27.35832418,-82.60593174
12110750576,27.36494725,-82.54637435
12109770128,27.36315487,-82.49085489
12081002017,27.40297494,-82.42834629
12111381798,27.36176233,-80.37761484
12111381544,27.36125573,-80.31467787
48479001820,27.43762678,-99.48628322
48479001248,27.46214605,-99.46408868
12081001405,27.46564832,-82.68337396
12081000919,27.45518562,-82.63022619
12081000457,27.44633327,-82.56766163
12081001209,27.44002339,-82.49231433
12081002018,27.43814554,-82.41793051
12055961303,27.43529717,-81.45577764
12055961202,27.44782087,-81.39890968
12111380620,27.44748084,-80.3671596
12111380600,27.44303697,-80.3234696
48479001057,27.52214448,-99.50076072
48479070926,27.51152283,-99.46537993
48479001821,27.51226672,-99.38760023
48273020373,27.51005355,-97.8634201
12081001802,27.52078728,-82.7240617
12081000803,27.49751798,-82.62175288
12081000964,27.50817003,-82.56122318
12081001980,27.51461999,-82.47962979
12081001964,27.51228625,-82.3730801
12055960536,27.51419496,-81.52010284
12055960661,27.50839074,-81.46983785
12111466646,27.52739373,-80.38220574
48479001718,27.57457889,-99.49806512
48479001705,27.5879503,-99.45744879
48355006203,27.60431199,-97.24335664
48355006202,27.59979777,-97.22913384
12081001553,27.57452605,-82.5660577
12081001913,27.587734,-82.47567343
12055960451,27.59450608,-81.53719126
12055960169,27.57398217,-81.49341998
12061050755,27.59653939,-80.44561001
12061050592,27.59416138,-80.38023685
48355005201,27.67868743,-97.39737681
48355003797,27.67218447,-97.34790952
48355003002,27.66442477,-97.28781225
12057014053,27.67438263,-82.48461109
12057014008,27.67072088,-82.40223281
12057013981,27.68459203,-82.35162732
12061050573,27.65706227,-80.45706796
12061134830,27.65154873,-80.39648214
48249950381,27.74506082,-98.0654673
48355001251,27.75102112,-97.48064629
48355002144,27.73731408,-97.40956134
48355002793,27.71185569,-97.35293597
12103028004,27.75149504,-82.7537604
12103023809,27.7373269,-82.70297066
12103022310,27.73988925,-82.64616054
12057014098,27.72688707,-82.40795043
12057013994,27.73108823,-82.34826771
12105015751,27.73400982,-81.55345792
12061050809,27.75086839,-80.45766843
48249950352,27.77039038,-98.06485135
48355005671,27.80824272,-97.67664772
48355005605,27.79776105,-97.65261502
48355003603,27.82144592,-97.57183459
48355247625,27.80264571,-97.49310229
48355001492,27.78773585,-97.41668564
48355005104,27.82604607,-97.07196154
12103026838,27.82686208,-82.81843871
12103025273,27.81029137,-82.76711072
12103023530,27.80336649,-82.69811294
12103023531,27.80087896,-82.64003552
12057014008,27.79272965,-82.40057406
12057013881,27.80913333,-82.32547694
12057013915,27.81500466,-82.26930271
12057013925,27.82573084,-82.21171058
12061050855,27.78629956,-80.5140175
12061050732,27.79744944,-80.46690092
48355003651,27.85512969,-97.60874099
48409010602,27.88568357,-97.33433446
48409010302,27.87623621,-97.20175305
12103025735,27.87656391,-82.82999765
12103025203,27.88321017,-82.77674727
12103024817,27.87558497,-82.71217459
12103024451,27.86765629,-82.63821936
12057006819,27.88727479,-82.52951033
12057006888,27.88090045,-82.5023737
12057339069,27.88614422,-82.4049242
12057013577,27.88041475,-82.33309152
12057013421,27.88132491,-82.26844415
12057013446,27.88236844,-82.20782357
12105015101,27.88710743,-81.83671934
12105014352,27.89901098,-81.61035992
12105014852,27.88937887,-81.55624013
12009065239,27.87263961,-80.52411631
12103026483,27.94962209,-82.82360046
12103025911,27.9476525,-82.7772739
12103025876,27.95482701,-82.72303664
12057201842,27.95137472,-82.53535285
12057004658,27.9497091,-82.48271148
12057006529,27.95973101,-82.42061738
12057012939,27.94183195,-82.33487141
12057012638,27.9443859,-82.26624437
12057012670,27.9551654,-82.20727977
12057012836,27.97240656,-82.12772531
12095412727,27.94747376,-82.04191185
12105012640,27.95113464,-81.98158461
12105012255,27.96080356,-81.91205183
12105014754,27.94870978,-81.8422165
12105014534,27.95588088,-81.73418888
12105014252,27.94589809,-81.57132872
12009071345,27.95419926,-80.66213613
12009068285,27.95080168,-80.60526879
48007950301,28.03684965,-97.05775923
12103026925,28.01836096,-82.76955197
12103026938,28.02342268,-82.71435363
12066311906,28.0300751,-82.62613639
12057011594,28.01879252,-82.56524767
12057006165,28.0180298,-82.48352096
12057003313,28.01992535,-82.42039844
12057010819,28.01831467,-82.34254098
12057011656,28.00984933,-82.27576311
12057011278,28.02885864,-82.19145685
12057012701,28.01171104,-82.13222223
12081012503,28.01660867,-82.05747018
12105011583,28.0240759,-81.97547881
12105010980,28.02088924,-81.92244457
12105013176,28.03128701,-81.81286621
12105013745,28.02796959,-81.74984773
12105013717,28.01756281,-81.69460199
12105014126,28.02420131,-81.62320286
12105014128,28.02422763,-81.53076348
12009071351,28.00964901,-80.74183144
12009070091,28.01496655,-80.66773818
12009065143,28.03307842,-80.61158114
48007950103,28.07813624,-97.06522307
12103027208,28.08888782,-82.75731285
12103027315,28.08878796,-82.71088949
12066214682,28.10082934,-82.6311805
12057011450,28.08611303,-82.54197503
12057080500,28.08837278,-82.48947624
12057010876,28.07877912,-82.42191534
12057204510,28.09213714,-82.35042595
12057495352,28.08794105,-82.28515878
12057010108,28.08734342,-82.10594809
12105012083,28.09595671,-82.03471715
12105011654,28.08668291,-81.97323157
12105011704,28.09423834,-81.91043202
12105012353,28.082819,-81.82790415
12105013026,28.07893038,-81.76699618
12105012804,28.08927153,-81.68575759
12105012652,28.11211422,-81.62318217
12105012915,28.0988502,-81.48184063
12009064701,28.09450156,-80.66753683
12009065379,28.08932721,-80.60206144
12102028923,28.16710192,-82.76086278
12101601321,28.17564964,-82.70727975
12086358204,28.17370031,-82.6279231
12071684877,28.16044022,-82.55178563
12068016435,28.16115346,-82.49647535
12079021510,28.1655712,-82.43282777
12077020314,28.16356374,-82.33749458
12071684178,28.16548538,-82.28609146
12101032960,28.19409858,-82.20398478
12105012145,28.15538823,-81.99464619
12105012304,28.14651483,-81.9271506
12105012140,28.16036087,-81.82049528
12105012411,28.15646201,-81.68855933
12105012515,28.16142414,-81.6213347
12101026802,28.1880373,-81.5400818
12099698305,28.15557448,-81.47371863
12097043208,28.17432178,-81.31124469
12097043255,28.1726829,-81.26171267
12009064167,28.15830799,-80.66900825
12009066300,28.17129681,-80.60623369
12101030365,28.22316938,-82.74790483
12101031228,28.23312688,-82.70365391
12101031706,28.23858811,-82.64535333
12101031652,28.22989753,-82.54124236
12101031806,28.21002909,-82.46894877
12101032008,28.22553007,-82.40857055
12101032106,28.22450704,-82.33847798
12101032504,28.24087819,-82.25514816
12101032981,28.24157711,-82.19099709
12105012482,28.23560495,-81.61876607
12097041005,28.23361872,-81.46876783
12097042301,28.24792235,-81.39115504
12097043178,28.25335843,-81.31425623
12097043368,28.23296047,-81.25997835
12009068553,28.23306223,-80.75585957
12009064936,28.23777606,-80.68752175
12101030819,28.30995361,-82.69622372
12101031329,28.30820678,-82.63340396
12101032152,28.31939113,-82.28365841
12101032736,28.31236385,-82.19021499
12105012413,28.30524944,-81.75116669
12105012415,28.33034177,-81.66376952
12097040809,28.31264539,-81.62221953
12097040807,28.31521614,-81.5544007
12097041161,28.31213526,-81.4704784
12097042180,28.31281135,-81.40174825
12097042747,28.31692076,-81.3363879
12009063042,28.31141964,-80.73475268
12009067900,28.32180502,-80.68713172
12009069301,28.31342013,-80.62816902
48025950451,28.39524427,-97.75324629
12101030742,28.37094089,-82.68194013
12101031446,28.37525129,-82.63151058
12101031806,28.40070611,-82.55728468
12101032551,28.36666007,-82.20380939
12069031316,28.38678632,-81.67588623
12095017067,28.37990341,-81.52499077
12095017034,28.38577489,-81.46849282
12095016947,28.38137404,-81.40007469
12095016808,28.38313518,-81.33427922
12009064483,28.38858547,-80.80866702
12009065025,28.37941235,-80.74331225
12009069902,28.37573644,-80.68753098
12009068535,28.38828445,-80.61430164
12053041353,28.46421843,-82.61331174
12053041094,28.46593347,-82.55670788
12053040909,28.4665637,-82.49901693
12069031323,28.45516362,-81.75277276
12095017114,28.48344232,-81.61410482
12095016651,28.46381255,-81.53986636
12095015779,28.46383809,-81.47189825
12095016013,28.46894658,-81.40370984
12095013692,28.47841619,-81.31975588
12095016747,28.46855898,-81.25993449
12095016742,28.48153647,-81.1844091
12009065141,28.46309625,-80.81308795
12009064708,28.46673342,-80.74853318
12053041552,28.5191533,-82.620592
12053041023,28.52013442,-82.547404
12053040879,28.53194774,-82.5027235
12053040706,28.52710904,-82.42431708
12053040352,28.53408762,-82.36921351
12069031317,28.53135678,-81.74590153
12069031314,28.54156719,-81.68473328
12095017184,28.54116553,-81.61408919
12095016183,28.53789382,-81.54872891
12095014269,28.532022,-81.4694305
12095014115,28.52931018,-81.39484004
12095013484,28.52736631,-81.32335686
12095016725,28.53483981,-81.25498825
12095016743,28.54435742,-81.18236209
12095016653,28.54628594,-81.11416441
12009061135,28.53995231,-80.80689732
12119910801,28.61627209,-82.18684612
12069031204,28.59752264,-81.90271306
12069031207,28.60378016,-81.82879472
12069031259,28.6077253,-81.76792394
12069031310,28.59726845,-81.71095347
12095503651,28.59411439,-81.60943132
12095016146,28.59215286,-81.53685611
12095013462,28.59599572,-81.46791821
12095014702,28.60355507,-81.39922134
12098683853,28.60126024,-81.32633124
12100517735,28.60003272,-81.25484555
12103018249,28.60208508,-81.18767778
12009063388,28.59575189,-80.81910356
48323950403,28.69139488,-100.4955409
48323950306,28.68137507,-100.4667822
12095017707,28.6821605,-81.52833436
12102352330,28.67757597,-81.4724297
12117021695,28.67021838,-81.39513519
12117021868,28.67072759,-81.32620601
12117021487,28.66923727,-81.25791472
12117021315,28.67056215,-81.19360603
12009062926,28.65820591,-80.87671087
12009060204,28.66949484,-80.8314752
48323950334,28.72041225,-100.4870276
48469000302,28.77683535,-96.98864921
12017451702,28.77120448,-82.62376888
12017451606,28.75271643,-82.53509576
12017451103,28.76281803,-82.3251227
12069031106,28.73953848,-81.89058284
12095017812,28.73519068,-81.53237078
12117020906,28.74509508,-81.38575871
12117020808,28.75303575,-81.32952771
12117020922,28.76266907,-81.26873622
48469000848,28.82341039,-96.98793499
48469490350,28.82470083,-96.90298377
12017451052,28.82117989,-82.54460173
12017450928,28.83704772,-82.33143864
12119911352,28.83246765,-81.9956054
12069030570,28.81624524,-81.89573846
12069030502,28.82994863,-81.81921612
12069030556,28.82517385,-81.75399573
12069030525,28.82228516,-81.69137971
12069030916,28.81276445,-81.61238441
12117020578,28.80287176,-81.32480316
12118027424,28.80809716,-81.26051264
12017450353,28.8962149,-82.47313542
12017450404,28.90295197,-82.4205096
12119910868,28.89808342,-82.05243112
12119911232,28.88561444,-81.97805253
12069030407,28.89859257,-81.9157056
12069030274,28.89304736,-81.76337284
12069030175,28.88564474,-81.69301118
12069030156,28.89134414,-81.63163037
12127090905,28.88289263,-81.31240997
12127091002,28.90318171,-81.24808158
12127091034,28.89805994,-81.18520822
48013960404,28.97028405,-98.50659174
48321730269,28.974171,-95.95689534
12017450403,28.95366858,-82.63705779
12017450308,28.9614481,-82.47885177
12092228555,28.97141439,-82.03743491
12098819619,28.96148434,-81.98227187
12076015557,28.96570042,-81.91669588
12127090805,28.94659756,-81.31385958
12127090787,28.9670597,-81.25176648
12127091020,28.94830663,-81.19714767
12127083007,28.96183603,-80.90853706
48039663400,29.03825479,-95.43937368
48039663850,29.04146727,-95.4024508
12050226507,29.02380585,-82.4327361
12083001007,29.04958343,-82.24943784
12083001010,29.03610589,-82.21149912
12083000902,29.03392888,-82.11307465
12083001004,29.04247955,-82.04963542
12083000767,29.03533574,-81.98109219
12127090501,29.02829229,-81.31257432
12127090305,29.03509595,-81.26508133
12127082853,29.04723951,-80.95962293
12127082703,29.03447715,-80.90508694
12083002608,29.09432375,-82.2714214
12083001508,29.09854997,-82.21810074
12083002352,29.12387978,-82.1108017
12083001166,29.11270694,-82.0380823
12083001207,29.10395412,-81.98541432
12083000606,29.11053434,-81.83084829
12127082593,29.11540669,-81.02531717
12127082537,29.11765229,-80.97443506
48261076202,29.17853828,-98.35483784
12083002078,29.17721293,-82.18618602
12083001962,29.18289781,-82.12364143
12083001843,29.1840959,-82.06747901
12127082754,29.20832804,-81.10590797
12127082823,29.18278438,-81.03101863
12127082537,29.17517514,-80.99097396
48463950350,29.22411073,-99.7866427
48167725850,29.26345095,-94.86547746
48167725283,29.28038642,-94.81804209
12083002002,29.23678987,-82.18864932
12083000802,29.26100813,-82.11710387
12127080807,29.25486825,-81.0902276
12127081121,29.2439125,-81.04072068
48465950668,29.35004238,-100.8997756
48029161528,29.34712712,-98.62930584
48029159518,29.33350949,-98.58224246
48029151475,29.33778502,-98.50596681
48029149901,29.34216951,-98.43078058
48493000104,29.33826079,-98.14000807
48167723503,29.34514949,-95.09479288
48167724567,29.34561531,-94.94751983
48167724580,29.30112463,-94.7976777
12127080536,29.31103571,-81.09072576
12127080301,29.32382163,-81.05959014
48465954573,29.38237467,-100.9074924
48029171919,29.40881024,-98.6915496
48029236632,29.40549466,-98.64857217
48029255845,29.40258558,-98.56264929
48029148507,29.39976493,-98.50012324
48029135889,29.39571867,-98.43735599
48029131402,29.39255688,-98.37525523
48039661375,29.41089389,-95.24206285
48167723452,29.39638543,-95.16483091
48167723402,29.39439994,-95.10452478
48167722780,29.38987707,-95.01010135
48167760658,29.3954987,-94.95157731
48167722100,29.40456243,-94.9072536
12127080152,29.38537257,-81.10604707
48029172005,29.47412173,-98.77184915
48029174894,29.47490247,-98.70784539
48029178012,29.47328738,-98.64486207
48029178117,29.4705054,-98.56945486
48029174259,29.46987667,-98.50324448
48029122132,29.47815373,-98.43222003
48029129223,29.47605543,-98.35948018
48029131608,29.4906097,-98.30982881
48157674505,29.48959287,-95.51669008
48098667560,29.48618504,-95.45978561
48039660662,29.50414359,-95.38478886
48039661134,29.4654182,-95.30245158
48103690701,29.46974979,-95.22227697
48167720505,29.48004201,-95.15649086
48167720676,29.47460457,-95.09597256
48167721204,29.48556347,-95.02437008
48167721752,29.48937787,-94.9594379
12095980050,29.48699867,-81.7737013
12035060242,29.46067864,-81.18273638
48029581055,29.57014082,-98.77040369
48029181804,29.53765382,-98.7121753
48029181793,29.54152601,-98.64325953
48029183329,29.54090302,-98.57060471
48029227470,29.5460591,-98.49790526
48029121093,29.54782001,-98.42561347
48029121573,29.54222917,-98.35830243
48100982133,29.55391572,-98.28416502
48134517679,29.55056359,-98.23611746
48187210704,29.55424353,-98.12914369
48187210637,29.54141977,-97.97761859
48187210651,29.56503064,-97.91888711
48177000250,29.51653833,-97.42385242
48157675151,29.55117546,-95.80030804
48157674942,29.5519858,-95.74472358
48157674635,29.55725256,-95.68460257
48157674062,29.55613068,-95.59882388
48157672475,29.5437959,-95.53438216
48118334071,29.53785173,-95.45539738
48039660641,29.55553204,-95.38445272
48039660703,29.55330993,-95.3111397
48095399311,29.55375547,-95.24392974
48196862688,29.54269239,-95.16048703
48190134495,29.54340743,-95.09670143
48173324704,29.53511902,-95.03559483
22109001201,29.57445508,-90.75170929
22109000751,29.57708805,-90.68143493
22109001068,29.54082375,-90.61065269
22057021450,29.5455098,-90.36966708
12035060215,29.53608601,-81.24225342
12035060204,29.55018609,-81.18885966
48029181952,29.61283918,-98.64267689
48029191574,29.6004778,-98.56377831
48029184681,29.61311099,-98.49650099
48029121571,29.60764517,-98.43088118
48029121861,29.60610047,-98.37176714
48187210710,29.58963371,-98.27409011
48163235686,29.62146621,-98.22590386
48187210607,29.62484259,-98.07999039
48187210408,29.59682537,-97.99493933
48187210306,29.61577419,-97.9344961
48157673861,29.61348836,-95.73581937
48157673262,29.6154251,-95.67211767
48157672135,29.61707648,-95.60328215
48180585844,29.62427071,-95.52359856
48187698170,29.61733367,-95.45825703
48183367691,29.61903461,-95.38245019
48165477124,29.61997856,-95.30949558
48201332950,29.61926535,-95.23371079
48201334168,29.61888997,-95.17439268
48201341187,29.60607309,-95.10078855
48201341700,29.61561429,-95.01731977
22109000735,29.6146176,-90.74165861
22109000635,29.60168429,-90.68819852
12001002215,29.62515324,-82.45625258
12001001994,29.62798928,-82.40479991
12001011026,29.62985649,-82.35095292
12107950850,29.63436524,-81.63894034
12035060178,29.61065271,-81.25679666
12035060106,29.60632274,-81.20265519
48029182102,29.71207278,-98.65750474
48029191810,29.67625331,-98.48220467
48029121910,29.69552088,-98.41468571
48108746749,29.68844594,-98.12736725
48163235533,29.67852602,-98.06769037
48055960702,29.67868565,-97.6436761
48157673206,29.70035959,-95.80924198
48157673006,29.69304183,-95.74435185
48177130930,29.69283827,-95.66239434
48197472938,29.68868076,-95.60100544
48201430769,29.69068431,-95.53105562
48201418213,29.69735067,-95.46165188
48201348004,29.69601693,-95.38505347
48201344032,29.68905112,-95.31205562
48201323072,29.68335164,-95.24281793
48201327995,29.68399873,-95.17131113
48201343056,29.68186286,-95.09050528
48201313801,29.67987917,-95.02100315
22101040550,29.68385667,-91.25419681
22101040250,29.69180252,-91.19112056
22109000669,29.6734931,-90.80643573
22091674071,29.68909205,-90.74876485
22057021903,29.692413,-90.69386539
12001001604,29.68617617,-82.40542756
12001000801,29.67734677,-82.34232434
12001001301,29.66750293,-82.2773473
48259970453,29.76858734,-98.72361425
48091310704,29.74366279,-98.07092047
48172286584,29.75914764,-95.80717317
48191047283,29.76212079,-95.74705792
48201479389,29.76719048,-95.68559737
48201451208,29.75253834,-95.60085277
48201443199,29.75001192,-95.52482123
48201438833,29.75174329,-95.45981238
48201426312,29.75433515,-95.38759369
48201258922,29.76080391,-95.31540306
48201233218,29.76592196,-95.23431427
48201244866,29.77653051,-95.17414528
48201252551,29.77685852,-95.12059383
48201253644,29.76830663,-95.0061674
48201253956,29.75046712,-94.95563183
22070015501,29.77350247,-90.82599487
12001001808,29.75792919,-82.41391322
12109021208,29.78939506,-81.33158801
12109021308,29.79146637,-81.27904116
48091310703,29.82587699,-98.42646493
48091310614,29.84651292,-98.21875035
48209010501,29.83905354,-97.98351966
48198110453,29.83474485,-97.91320154
48201542851,29.83092016,-95.81307325
48201542211,29.82685241,-95.7272076
48201541474,29.84189915,-95.6674922
48201541076,29.83891881,-95.60027871
48201522428,29.8231911,-95.52287696
48201527397,29.82844468,-95.46118086
48201371526,29.8327086,-95.38621828
48201224982,29.83419999,-95.31603312
48201231681,29.84322961,-95.24770175
48201239157,29.81735459,-95.17827495
48201252752,29.82155362,-95.08749775
48201252951,29.82761659,-95.02257313
22101041250,29.8202893,-91.53764278
22101041200,29.84336183,-91.48822338
22057020704,29.83968346,-90.82062735
22051027800,29.84640069,-90.09418451
22059035293,29.85040768,-90.03914533
12013015705,29.83050134,-82.06042579
12109021271,29.83392542,-81.3203959
12109021408,29.8366902,-81.27253808
48091310607,29.90136234,-98.28970925
48209010653,29.91230266,-97.97558419
48209010317,29.89147722,-97.92442192
48055960350,29.88653723,-97.69501913
48201542581,29.88944517,-95.73344104
48201541632,29.89633229,-95.67445055
48201548258,29.91047132,-95.60622493
48201538619,29.90411069,-95.53025101
48201533413,29.90094216,-95.45905357
48201256790,29.90315802,-95.38940991
48201226262,29.90562518,-95.31696575
48201235802,29.91953105,-95.24809883
48201252034,29.90579765,-95.16695759
48201251903,29.92176503,-95.10099719
48245007000,29.9093462,-94.01041182
48245007400,29.90497708,-93.93041849
48245007600,29.90163951,-93.89075146
22089062850,29.90495497,-90.36548656
22051027552,29.91026017,-90.23700471
22056736943,29.912775,-90.15787931
22065363022,29.91959161,-90.0940412
22059979809,29.91135874,-90.02904263
22080738963,29.91934543,-89.94937754
12109020558,29.90557649,-81.32091791
48209010804,29.98681182,-97.95093714
48209010920,29.97865417,-97.85022493
48201552904,29.99732468,-95.7428617
48201552906,29.97573365,-95.67207701
