,index,geoid,lat,long
226,9482,12099007772.0,26.52948,-80.20703999999998
227,9488,12071080100.0,26.552730000000007,-82.19872000000002
228,144,12071003078.0,26.57001519936691,-81.89887409468686
229,150,12099005582.0,26.570217677707877,-80.08993938406739
230,142,12071010419.0,26.57109000000001,-82.03055898999997
231,143,12071010544.0,26.57181999999999,-81.97177000000002
232,148,12071040292.0,26.572144785609265,-81.61879289795067
233,149,12099006144.0,26.57673,-80.15998000000003
234,9484,12071070202.0,26.57823000000001,-82.09607999999997
235,145,12071013203.0,26.579760000000014,-81.83751999999993
236,146,12071040129.0,26.583970000000004,-81.75894000000004
237,9485,12099007771.0,26.584948042854375,-80.22907558255659
238,151,12099005426.0,26.586850000000016,-80.04942000000001
239,9483,48427950202.0,26.58962437621723,-98.99004068175368
240,147,12071040303.0,26.59314494592312,-81.67886890493811
241,9489,12051000300.0,26.61444673567351,-81.31423845333603
242,9487,48215024301.0,26.616243192366696,-98.18724782991119
243,159,12071040210.0,26.63787264710983,-81.61110853596777
244,158,12071040146.0,26.638543459898926,-81.68938448554502
245,163,12099004283.0,26.639771797307358,-80.09651244383417
246,162,12099059357.0,26.63993964881402,-80.15761930452783
247,154,12071010286.0,26.640999999999984,-81.97851731999998
248,157,12071032176.0,26.64265000000001,-81.76137999999997
249,155,12071010573.0,26.644754965531305,-81.90343856824805
250,156,12071006757.0,26.645673937916698,-81.84125741917055
251,164,12099004370.0,26.6459329596884,-80.05051822033607
252,9493,12099007721.0,26.647320000000004,-80.31333
253,153,12071010212.0,26.64838746458165,-82.03292786019398
254,161,12099007744.0,26.651161202684584,-80.24367084187915
255,160,12099008060.0,26.652157493363088,-80.59917379339353
256,152,12071070102.0,26.654846599467668,-82.12985806921373
257,9486,48427950101.0,26.665080000000007,-98.60772000000009
258,9490,12051000602.0,26.66586000000003,-81.08834058999997
259,9492,12099008302.0,26.676230000000004,-80.72053000000001
260,9491,12099008301.0,26.6931,-80.78879999999998
261,9497,12099007849.0,26.697292738461545,-80.35299340769235
262,169,12071035206.0,26.698270000000008,-81.69939000000002
263,9494,12071010110.0,26.700576855029784,-82.06170384711226
264,172,12099008152.0,26.704298230000063,-80.66808
265,175,12099005713.0,26.708295086195,-80.15670853399521
266,170,12071035254.0,26.709037785768373,-81.62731205753211
267,165,12071010159.0,26.709949278901224,-81.9838250413583
268,166,12071015778.0,26.71173831468209,-81.90813973837034
269,167,12071016301.0,26.71246706663341,-81.83572154533411
270,168,12071030168.0,26.714143142491853,-81.74850864447558
271,176,12099041395.0,26.717124614538346,-80.09314538536998
272,177,12099002830.0,26.720840000000013,-80.04909000000009
273,174,12099007830.0,26.722360000000016,-80.23303
274,173,12099007851.0,26.724469735329528,-80.31789343136033
275,171,12051000151.0,26.731420000000004,-80.9594
276,9496,12051000404.0,26.735904260118,-81.49539475779697
277,9495,12051000401.0,26.751565394525706,-81.51678379884022
278,9502,12051000403.0,26.756913612438403,-81.41196301183568
279,9501,12071020104.0,26.76111984831788,-81.90831426110783
280,9504,12051000102.0,26.763117443879167,-80.9237791282208
281,9499,12071010104.0,26.763900000000007,-82.05141000000003
282,9498,12071090100.0,26.767759999999992,-82.24870000000003
283,178,12099007889.0,26.771960714752844,-80.29608631131391
284,9510,12051990000.0,26.778015789566595,-80.94563013170465
285,182,12099000956.0,26.783109886097694,-80.04684969043511
286,9500,12015010506.0,26.78603143957808,-81.97300008791169
287,179,12099007915.0,26.786899155548248,-80.23195599977247
288,181,12099001156.0,26.79063425924712,-80.08760044061182
289,180,12099331915.0,26.79712,-80.14605000000003
290,9505,12099008002.0,26.80561715139965,-80.67806884638544
291,9511,12099990100.0,26.80627,-80.69266000000003
292,9503,12043000202.0,26.812290000000008,-81.21333029999995
293,187,12099000506.0,26.830779910817014,-80.05367542991225
294,9507,48505950401.0,26.83702445951344,-99.23614735780606
295,9508,12015030501.0,26.846690000000013,-82.20676000000003
296,9512,12099008001.0,26.853635432595503,-80.61778894945425
297,9513,12099007915.0,26.85389000000001,-80.29205
298,185,12099250925.0,26.85394901226545,-80.15544946837926
299,184,12015010505.0,26.854084550819667,-82.00042684098355
300,9514,12099007846.0,26.85498,-80.23310000000004
301,186,12099000477.0,26.85501893757457,-80.08778418098308
302,183,12015030470.0,26.8622,-82.28459000000002
303,9506,48505950305.0,26.889770798000026,-99.288229014
304,9509,12015010405.0,26.89405999999999,-82.06234999999998
305,9519,12015010100.0,26.90427901025096,-81.76024454465593
306,188,48505950305.0,26.91237156231968,-99.25599595864593
307,9518,12015010503.0,26.912980000000008,-81.99508000000006
308,9520,12043000201.0,26.914892387157728,-81.42462639377018
309,9515,48505950303.0,26.91574978524604,-99.27308015503523
310,193,12099002111.0,26.92269021216174,-80.14673510620221
311,190,12015030303.0,26.92607714372073,-82.27358732693682
312,9522,12099007847.0,26.92621845968444,-80.2876761505482
313,9523,12099007823.0,26.927417275411862,-80.20797804964704
314,192,12015012482.0,26.92996656633848,-82.0589074540923
315,194,12099000236.0,26.929969077131005,-80.09985513970899
316,9516,48261950100.0,26.931560811225456,-97.68641267937507
317,189,12055019242.0,26.94057163668185,-82.3429843545415
318,9517,12015030102.0,26.943171037085527,-82.23169650479534
319,191,12015020502.0,26.957733824361995,-82.13108604793558
320,9533,12085001601.0,26.98536,-80.12285000000001
321,201,12015017101.0,26.99375387663894,-81.99859381231441
322,198,12015020402.0,26.997299827863483,-82.20132925523617
323,199,12015020447.0,26.997546862202093,-82.11224302780924
324,196,12115002668.0,26.999080000000006,-82.35309000000002
325,9524,48505950402.0,27.001856674472737,-99.15825628179107
326,200,12015020419.0,27.00233900396495,-82.05438370419483
327,9532,12085001602.0,27.014920000000007,-80.19114999999998
328,9527,12043000300.0,27.018150000000013,-81.13484000000001
329,9531,12085001703.0,27.022155345715568,-80.22776323829572
330,195,12115002588.0,27.024777613649984,-82.3999490030869
331,9525,48247950400.0,27.025420081957304,-98.67412501620424
332,9530,12085001702.0,27.02683,-80.33604000000008
333,9529,12085001805.0,27.03093669152686,-80.55740581108249
334,9526,48047950100.0,27.034720000000007,-98.23661000000001
335,197,12115002719.0,27.038477859497903,-82.2564748188835
336,9528,12085990100.0,27.047363527015424,-80.64386730872943
337,9534,12027010405.0,27.058224940000056,-81.97951
338,207,12115002746.0,27.063060000000032,-82.12711
339,205,12115002733.0,27.07025451008676,-82.25075718302605
340,9544,12027010102.0,27.070680000000003,-81.67254000000001
341,206,12115002741.0,27.07236823433811,-82.19462052896228
342,204,12115002726.0,27.07284000000002,-82.35705999999996
343,9539,12085001803.0,27.074609104003287,-80.44797300899995
344,208,12085001425.0,27.080342623805773,-80.14452131841762
345,203,12115002496.0,27.08336000000001,-82.41633
346,9540,12085001108.0,27.0923,-80.21429000000003
347,202,12115002353.0,27.09703520214165,-82.45269056490719
348,9538,12085001804.0,27.098050000000004,-80.51097000000003
349,9535,12027010406.0,27.098780000000005,-81.86853000000005
350,9548,12085001701.0,27.11803,-80.35436000000001
351,9545,12055961601.0,27.119599999999988,-81.38116000000007
352,9536,12043000100.0,27.123190000000008,-80.97810000000001
353,210,12115002408.0,27.132435620000024,-82.43047000000001
354,213,12085001374.0,27.132469795561285,-80.18564596471566
355,9542,12027010403.0,27.13584000000001,-81.99503000000003
356,9537,12093990000.0,27.145449999999983,-80.86396000000003
357,209,12115002203.0,27.15109854519136,-82.4686597551305
358,212,12085001058.0,27.154727600270483,-80.23025870951379
359,9547,12085001806.0,27.16205639678683,-80.55853858789084
360,211,12085000605.0,27.16415002361482,-80.27859332969062
361,9546,12093910602.0,27.1823439601974,-80.88483444265452
362,9543,12027010301.0,27.186342883915437,-81.85941288071636
363,9552,12027010302.0,27.198880000000003,-81.87661000000004
364,9541,12115002726.0,27.19920714749184,-82.23075485590421
365,220,12085000301.0,27.206744463065725,-80.1918932934306
366,9557,12093910401.0,27.21356359421398,-80.69413202139626
367,219,12085000588.0,27.214880000000004,-80.24422000000003
368,9549,48047950200.0,27.223564442769607,-98.14200490532208
369,216,12093910403.0,27.224767339087673,-80.76842153096156
370,218,12098191206.0,27.226061573648607,-80.3013522031081
371,9551,12115002727.0,27.22774,-82.43341000000001
372,214,12115002018.0,27.2287607316916,-82.48459273835897
373,9553,12027010200.0,27.23400006892748,-81.85913494227131
374,217,12111382116.0,27.236780811219933,-80.37812266473166
375,215,12093910467.0,27.23696,-80.82717708999996
376,9556,12055961702.0,27.24779,-81.23840000000003
377,9555,12055961701.0,27.249056313420272,-81.33844641552793
378,9550,12115002011.0,27.2523129291869,-82.52256153193852
379,9558,12111382126.0,27.253408009242868,-80.4474764557508
380,9554,12055961605.0,27.260570000000033,-81.39965000000005
381,9562,12027010101.0,27.267466366744607,-81.70568720506319
382,9561,12027010404.0,27.275125726168227,-81.94871515907809
383,224,12093910202.0,27.28113288623077,-80.87786047715397
384,9564,12055961604.0,27.287459999999967,-81.37694000000006
385,9563,12055961602.0,27.288140000000013,-81.45183999999999
386,225,12111382038.0,27.297147380551113,-80.38323693646262
387,221,12115001178.0,27.298873371491467,-82.53885148816687
388,226,12111381899.0,27.299260000000004,-80.32117491999996
389,222,12115001447.0,27.29978231000007,-82.48487000000011
390,227,12111381753.0,27.30002024797197,-80.25477462811885
391,9559,48479001818.0,27.302269999999947,-99.4832800000001
392,223,12115001404.0,27.30255000000003,-82.41935999999998
393,9565,12055961500.0,27.30840090809056,-81.16591319970802
394,9566,12111382127.0,27.32107773335138,-80.42819776410813
395,9568,48247950200.0,27.333923995986478,-98.67073942742704
396,9560,12115002725.0,27.335409999999992,-82.33539000000006
397,9575,12111382202.0,27.338439999999995,-80.56327000000003
398,9571,12081002010.0,27.339126479940592,-82.15825023477335
399,9573,12055961402.0,27.341029999999996,-81.39729999999997
400,229,12115000802.0,27.355300000000007,-82.60917999999998
401,234,12111381544.0,27.36125564348325,-80.3146660172008
402,233,12111381798.0,27.361754938311638,-80.37762996986217
403,231,12109770128.0,27.363230570219216,-82.49085390688025
404,9569,48249950700.0,27.36375,-98.14593
405,230,12110750576.0,27.36467781511205,-82.5463753744672
406,228,48479001828.0,27.36619587601532,-99.4839653062227
407,9567,48479001813.0,27.367366503177628,-99.12835777358238
408,9574,12093910101.0,27.37605871304664,-80.81067810408388
409,9572,12055961401.0,27.37877739708941,-81.47679732869025
410,9570,12081002022.0,27.397152875,-82.34088287500002
411,232,12081002017.0,27.403654917189204,-82.42785176113517
412,9580,12049970402.0,27.425310000000028,-81.92394000000024
413,9577,48273020102.0,27.42691631237153,-97.95089167951302
414,242,12055961303.0,27.43556649050332,-81.45573011285232
415,9578,48273020101.0,27.435574332855595,-97.5776066812175
416,235,48479001820.0,27.437327873527188,-99.48627837660801
417,9579,12081002020.0,27.43840999999999,-82.32003
418,240,12081001209.0,27.439992546370995,-82.49231392943332
419,241,12081002018.0,27.44153133450832,-82.41813264698553
420,245,12111380600.0,27.44315828213019,-80.32317845088758
421,9582,12055980000.0,27.44524250961296,-81.54027945143044
422,9581,12049970102.0,27.446020000000008,-81.68659000000001
423,239,12081000457.0,27.44619924432195,-82.56766581830242
424,244,12111380620.0,27.447470000000003,-80.36715959999998
425,243,12055961202.0,27.448869999999975,-81.40124000000006
426,238,12081000919.0,27.45459487560271,-82.62850318550761
427,9583,12055980200.0,27.4546,-81.34568000000006
428,9584,12055961000.0,27.455189999999984,-81.24979000000003
429,236,48479001248.0,27.46134000000001,-99.46433999999996
430,237,12081001405.0,27.466389999999983,-82.68350000000001
431,9576,48479001810.0,27.477060000000005,-99.39843999999998
432,251,12081000803.0,27.497777815990958,-82.62174735157464
433,9586,12081002018.0,27.50183000000001,-82.42021999999999
434,9591,12111382201.0,27.50404818709834,-80.55883394890787
435,9589,12055960900.0,27.507719587637027,-81.39444329874581
436,256,12055960661.0,27.50839074000004,-81.47001000000002
437,252,12081000964.0,27.50932000000001,-82.5598600000001
438,249,48273020373.0,27.510064137261736,-97.86316600571912
439,247,48479070926.0,27.51112451165246,-99.46538372350803
440,248,48479001821.0,27.512430000000005,-99.38242000000004
441,253,12081001980.0,27.513279782699456,-82.4792557786603
442,254,12081001964.0,27.51346226581591,-82.3730740999193
443,9592,12111381204.0,27.51427000000001,-80.3191199999999
444,255,12055960536.0,27.51460408678456,-81.52010524662806
445,9585,48131950500.0,27.515020572597397,-98.51514132656607
446,9590,12093910102.0,27.515949125758823,-80.97909003011307
447,250,12081001802.0,27.520555847766797,-82.72383605357251
448,246,48479001057.0,27.522144480000065,-99.50061000000004
449,257,12111466646.0,27.528040000000004,-80.38274000000004
450,9588,12049970401.0,27.53607230645112,-81.81551725040046
451,9587,12049970302.0,27.54459556397253,-81.95518402046896
452,9597,12081001910.0,27.553320000000006,-82.44416540999998
453,9603,12055960101.0,27.5736,-81.40418249999999
454,265,12055960169.0,27.574031094551888,-81.49334471145869
455,258,48479001718.0,27.57476506348238,-99.49813363184147
456,262,12081001553.0,27.57580704159949,-82.56755646017135
457,9600,12049970301.0,27.57667,-81.81366000000007
458,9605,12061050509.0,27.57952000000001,-80.33664000000003
459,9593,48479001815.0,27.581040000000005,-99.01706999999996
460,9598,12081001914.0,27.582681322418907,-82.20645592162094
461,9595,48355006100.0,27.583525285042175,-97.8038414216364
462,263,12081001913.0,27.584670000000003,-82.4702299999999
463,9594,48249950202.0,27.58767414582664,-98.15358837608531
464,259,48479001705.0,27.587964411330177,-99.45748515381219
465,9602,12049970101.0,27.588071202195536,-81.68892304148673
466,267,12061050592.0,27.594263380494603,-80.37980070995434
467,264,12055960451.0,27.595594462251235,-81.53720610157615
468,266,12061050755.0,27.596551091632165,-80.44608509626518
469,9604,12055980100.0,27.597714320000023,-81.25441000000002
470,261,48355006202.0,27.600044021978952,-97.22912878497402
471,260,48355006203.0,27.60419376563167,-97.24325476581018
472,9596,12057980200.0,27.613260000000004,-82.73658999999996
473,9599,12049970202.0,27.619952321515576,-81.94435322440839
474,9601,12049970201.0,27.6224167655216,-81.78512963899347
475,9612,12055960200.0,27.62475523715616,-81.47358805589123
476,9614,12061050906.0,27.63220658529388,-80.50599073530584
477,9611,12055960402.0,27.63549,-81.54894000000002
478,9606,48479001711.0,27.636436526822408,-99.54380266338173
479,9607,48355006000.0,27.6431857102726,-97.66528232329182
480,275,12061134830.0,27.651729999999997,-80.39667
481,9608,48355005406.0,27.65180474163548,-97.47679690155088
482,9609,12103020106.0,27.65367,-82.71712
483,274,12061050573.0,27.657480000000017,-80.45706795999997
484,270,48355003002.0,27.66311,-97.28745
485,272,12057014008.0,27.670719885545765,-82.40228352716755
486,269,48355003797.0,27.672310000000007,-97.34814
487,271,12057014053.0,27.67514907776673,-82.48408213309057
488,268,48355005201.0,27.6789267790128,-97.39726289522915
489,273,12057013981.0,27.688890580988232,-82.35159320451595
490,9626,12061050907.0,27.69027,-80.51208000000001
491,9610,12105016003.0,27.69412665595258,-81.78930370762403
492,9623,12105015802.0,27.704592154332527,-81.61898131168414
493,9618,12057013907.0,27.70489,-82.22018797999993
494,9615,48355005900.0,27.707682295734177,-97.82710851017151
495,9627,12061050507.0,27.708710859768047,-80.38238865062864
496,279,48355002793.0,27.710888583980555,-97.35341307563627
497,9624,12105015702.0,27.712493532029367,-81.33723625753221
498,9625,12061050909.0,27.725509999999968,-80.59391999999987
499,283,12057014098.0,27.727255913325127,-82.40795238155195
